Country,calendar_start_date,calendar_end_date,Year,dengue_total
EL SALVADOR,11/7/2021,11/13/2021,2021,140
EL SALVADOR,11/14/2021,11/20/2021,2021,141
EL SALVADOR,11/21/2021,11/27/2021,2021,112
EL SALVADOR,11/28/2021,12/4/2021,2021,125
EL SALVADOR,12/5/2021,12/11/2021,2021,160
EL SALVADOR,12/12/2021,12/18/2021,2021,154
EL SALVADOR,12/19/2021,12/25/2021,2021,132
EL SALVADOR,12/26/2021,1/1/2022,2021,140
EL SALVADOR,1/2/2022,1/8/2022,2022,151
EL SALVADOR,1/9/2022,1/15/2022,2022,159
EL SALVADOR,1/16/2022,1/22/2022,2022,175
EL SALVADOR,1/23/2022,1/29/2022,2022,146
EL SALVADOR,1/30/2022,2/5/2022,2022,150
EL SALVADOR,2/6/2022,2/12/2022,2022,173
EL SALVADOR,2/13/2022,2/19/2022,2022,171
EL SALVADOR,2/20/2022,2/26/2022,2022,218
EL SALVADOR,2/27/2022,3/5/2022,2022,207
EL SALVADOR,3/6/2022,3/12/2022,2022,273
EL SALVADOR,3/13/2022,3/19/2022,2022,357
EL SALVADOR,3/20/2022,3/26/2022,2022,371
EL SALVADOR,3/27/2022,4/2/2022,2022,402
EL SALVADOR,4/3/2022,4/9/2022,2022,392
EL SALVADOR,4/17/2022,4/23/2022,2022,515
EL SALVADOR,4/24/2022,4/30/2022,2022,547
EL SALVADOR,5/1/2022,5/7/2022,2022,604
EL SALVADOR,5/8/2022,5/14/2022,2022,495
EL SALVADOR,5/15/2022,5/21/2022,2022,386
EL SALVADOR,5/22/2022,5/28/2022,2022,587
EL SALVADOR,5/29/2022,6/4/2022,2022,619
EL SALVADOR,6/5/2022,6/11/2022,2022,710
EL SALVADOR,6/12/2022,6/18/2022,2022,508
EL SALVADOR,6/19/2022,6/25/2022,2022,537
EL SALVADOR,6/26/2022,7/2/2022,2022,575
EL SALVADOR,7/3/2022,7/9/2022,2022,521
EL SALVADOR,7/10/2022,7/16/2022,2022,536
EL SALVADOR,7/17/2022,7/23/2022,2022,520
EL SALVADOR,7/24/2022,7/30/2022,2022,513
EL SALVADOR,8/7/2022,8/13/2022,2022,428
EL SALVADOR,8/14/2022,8/20/2022,2022,447
EL SALVADOR,8/21/2022,8/27/2022,2022,394
EL SALVADOR,8/28/2022,9/3/2022,2022,335
EL SALVADOR,9/11/2022,9/17/2022,2022,267
EL SALVADOR,9/18/2022,9/24/2022,2022,224
EL SALVADOR,9/25/2022,10/1/2022,2022,186
EL SALVADOR,10/2/2022,10/8/2022,2022,242
EL SALVADOR,10/9/2022,10/15/2022,2022,175
EL SALVADOR,10/16/2022,10/22/2022,2022,193
EL SALVADOR,10/23/2022,10/29/2022,2022,184
EL SALVADOR,10/30/2022,11/5/2022,2022,157
EL SALVADOR,11/6/2022,11/12/2022,2022,146
EL SALVADOR,11/13/2022,11/19/2022,2022,94
EL SALVADOR,11/20/2022,11/26/2022,2022,66
EL SALVADOR,11/27/2022,12/3/2022,2022,66
EL SALVADOR,12/4/2022,12/10/2022,2022,76
EL SALVADOR,12/11/2022,12/17/2022,2022,50
EL SALVADOR,12/18/2022,12/24/2022,2022,0
EL SALVADOR,12/25/2022,12/31/2022,2022,91
FIJI,5/4/2020,5/10/2020,2020,248
FIJI,5/11/2020,5/17/2020,2020,206
FIJI,5/18/2020,5/24/2020,2020,182
FIJI,5/25/2020,5/31/2020,2020,228
FIJI,6/1/2020,6/7/2020,2020,225
FIJI,9/21/2020,9/27/2020,2020,56
FIJI,9/20/2021,9/26/2021,2021,15
FIJI,9/27/2021,10/3/2021,2021,31
FIJI,10/4/2021,10/10/2021,2021,36
FIJI,10/11/2021,10/17/2021,2021,60
FIJI,10/18/2021,10/24/2021,2021,34
FIJI,10/25/2021,10/31/2021,2021,72
FIJI,11/1/2021,11/7/2021,2021,64
FIJI,11/8/2021,11/14/2021,2021,81
FIJI,11/15/2021,11/21/2021,2021,64
FIJI,11/22/2021,11/28/2021,2021,51
FIJI,11/29/2021,12/5/2021,2021,101
FIJI,12/6/2021,12/12/2021,2021,73
FIJI,12/13/2021,12/19/2021,2021,64
FIJI,12/20/2021,12/26/2021,2021,89
FIJI,12/27/2021,1/2/2022,2021,94
FIJI,1/3/2022,1/9/2022,2022,98
FIJI,1/10/2022,1/16/2022,2022,89
FIJI,1/17/2022,1/23/2022,2022,88
FIJI,1/24/2022,1/30/2022,2022,96
FIJI,1/31/2022,2/6/2022,2022,86
FIJI,2/7/2022,2/13/2022,2022,116
FIJI,2/14/2022,2/20/2022,2022,255
FIJI,2/21/2022,2/27/2022,2022,492
FIJI,2/28/2022,3/6/2022,2022,707
FIJI,3/7/2022,3/13/2022,2022,605
FIJI,3/14/2022,3/20/2022,2022,274
FIJI,3/21/2022,3/27/2022,2022,169
FIJI,3/28/2022,4/3/2022,2022,172
FIJI,4/4/2022,4/10/2022,2022,151
FIJI,4/11/2022,4/17/2022,2022,123
FIJI,4/18/2022,4/24/2022,2022,168
FIJI,4/25/2022,5/1/2022,2022,154
FIJI,5/2/2022,5/8/2022,2022,149
FIJI,5/9/2022,5/15/2022,2022,123
FIJI,5/16/2022,5/22/2022,2022,188
FIJI,5/23/2022,5/29/2022,2022,179
FIJI,6/6/2022,6/12/2022,2022,188
FIJI,6/13/2022,6/19/2022,2022,149
FIJI,6/26/2022,7/2/2022,2022,124
FIJI,6/27/2022,7/3/2022,2022,176
FIJI,7/4/2022,7/10/2022,2022,123
FIJI,7/11/2022,7/17/2022,2022,112
FIJI,7/18/2022,7/24/2022,2022,143
FIJI,7/31/2022,8/6/2022,2022,106
FIJI,8/8/2022,8/14/2022,2022,275
FIJI,8/15/2022,8/21/2022,2022,94
FIJI,8/28/2022,9/3/2022,2022,256
FIJI,9/5/2022,9/11/2022,2022,146
FIJI,9/12/2022,9/18/2022,2022,132
FIJI,9/19/2022,9/25/2022,2022,109
FIJI,9/26/2022,10/2/2022,2022,152
FIJI,10/10/2022,10/16/2022,2022,98
FIJI,10/17/2022,10/23/2022,2022,123
FIJI,10/24/2022,10/30/2022,2022,62
FIJI,10/31/2022,11/6/2022,2022,81
FIJI,11/7/2022,11/13/2022,2022,267
FIJI,11/14/2022,11/20/2022,2022,226
FIJI,11/21/2022,11/27/2022,2022,253
FIJI,11/28/2022,12/4/2022,2022,262
FIJI,12/5/2022,12/11/2022,2022,255
FIJI,12/12/2022,12/18/2022,2022,280
FIJI,1/1/2023,1/7/2023,2023,413
FIJI,1/2/2023,1/8/2023,2023,724
FIJI,1/9/2023,1/15/2023,2023,707
FIJI,1/16/2023,1/22/2023,2023,712
FIJI,1/29/2023,2/4/2023,2023,554
FIJI,1/30/2023,2/5/2023,2023,484
FIJI,2/6/2023,2/12/2023,2023,328
FIJI,2/13/2023,2/19/2023,2023,261
FIJI,2/20/2023,2/26/2023,2023,416
FIJI,2/27/2023,3/5/2023,2023,387
FIJI,3/12/2023,3/18/2023,2023,622
FIJI,3/19/2023,3/25/2023,2023,673
FIJI,3/20/2023,3/26/2023,2023,1437
FIJI,3/27/2023,4/2/2023,2023,1433
FIJI,4/3/2023,4/9/2023,2023,1320
FIJI,4/10/2023,4/16/2023,2023,694
FIJI,4/17/2023,4/23/2023,2023,325
FRENCH GUIANA,5/3/2020,5/9/2020,2020,255
FRENCH GUIANA,5/10/2020,5/16/2020,2020,277
FRENCH GUIANA,5/17/2020,5/23/2020,2020,275
FRENCH GUIANA,5/24/2020,5/30/2020,2020,395
FRENCH GUIANA,5/31/2020,6/6/2020,2020,407
FRENCH GUIANA,6/7/2020,6/13/2020,2020,340
FRENCH GUIANA,6/14/2020,6/20/2020,2020,405
FRENCH GUIANA,6/21/2020,6/27/2020,2020,345
FRENCH GUIANA,6/28/2020,7/4/2020,2020,300
FRENCH GUIANA,7/5/2020,7/11/2020,2020,255
FRENCH GUIANA,7/12/2020,7/18/2020,2020,253
FRENCH GUIANA,7/19/2020,7/25/2020,2020,247
FRENCH GUIANA,7/26/2020,8/1/2020,2020,181
FRENCH GUIANA,8/2/2020,8/8/2020,2020,152
FRENCH GUIANA,8/9/2020,8/15/2020,2020,151
FRENCH GUIANA,8/16/2020,8/22/2020,2020,171
FRENCH GUIANA,8/23/2020,8/29/2020,2020,303
FRENCH GUIANA,8/30/2020,9/5/2020,2020,167
FRENCH GUIANA,9/6/2020,9/12/2020,2020,112
FRENCH GUIANA,9/13/2020,9/19/2020,2020,102
FRENCH GUIANA,9/20/2020,9/26/2020,2020,104
FRENCH GUIANA,9/27/2020,10/3/2020,2020,112
FRENCH GUIANA,10/4/2020,10/10/2020,2020,110
FRENCH GUIANA,10/11/2020,10/17/2020,2020,152
FRENCH GUIANA,10/18/2020,10/24/2020,2020,95
FRENCH GUIANA,10/25/2020,10/31/2020,2020,105
FRENCH GUIANA,11/1/2020,11/7/2020,2020,65
FRENCH GUIANA,11/8/2020,11/14/2020,2020,131
FRENCH GUIANA,11/15/2020,11/21/2020,2020,109
FRENCH GUIANA,11/22/2020,11/28/2020,2020,85
FRENCH GUIANA,11/29/2020,12/5/2020,2020,102
FRENCH GUIANA,12/6/2020,12/12/2020,2020,85
FRENCH GUIANA,12/13/2020,12/19/2020,2020,0
FRENCH GUIANA,12/20/2020,12/26/2020,2020,0
FRENCH GUIANA,12/27/2020,1/2/2021,2020,0
FRENCH GUIANA,1/3/2021,1/9/2021,2021,110
FRENCH GUIANA,1/10/2021,1/16/2021,2021,129
FRENCH GUIANA,1/17/2021,1/23/2021,2021,159
FRENCH GUIANA,1/24/2021,1/30/2021,2021,139
FRENCH GUIANA,1/31/2021,2/6/2021,2021,155
FRENCH GUIANA,2/7/2021,2/13/2021,2021,96
FRENCH GUIANA,2/14/2021,2/20/2021,2021,84
FRENCH GUIANA,2/21/2021,2/27/2021,2021,76
FRENCH GUIANA,2/28/2021,3/6/2021,2021,129
FRENCH GUIANA,3/7/2021,3/13/2021,2021,83
FRENCH GUIANA,3/14/2021,3/20/2021,2021,59
FRENCH GUIANA,3/21/2021,3/27/2021,2021,72
FRENCH GUIANA,3/28/2021,4/3/2021,2021,204
FRENCH GUIANA,4/4/2021,4/10/2021,2021,78
FRENCH GUIANA,4/11/2021,4/17/2021,2021,57
FRENCH GUIANA,4/18/2021,4/24/2021,2021,57
FRENCH GUIANA,4/25/2021,5/1/2021,2021,69
FRENCH GUIANA,5/2/2021,5/8/2021,2021,0
FRENCH GUIANA,5/9/2021,5/15/2021,2021,0
FRENCH GUIANA,5/16/2021,5/22/2021,2021,0
FRENCH GUIANA,5/23/2021,5/29/2021,2021,0
FRENCH GUIANA,5/30/2021,6/5/2021,2021,0
FRENCH GUIANA,6/6/2021,6/12/2021,2021,0
FRENCH GUIANA,6/13/2021,6/19/2021,2021,0
FRENCH GUIANA,6/20/2021,6/26/2021,2021,0
FRENCH GUIANA,6/27/2021,7/3/2021,2021,0
FRENCH GUIANA,7/4/2021,7/10/2021,2021,0
FRENCH GUIANA,7/11/2021,7/17/2021,2021,0
FRENCH GUIANA,7/18/2021,7/24/2021,2021,0
FRENCH GUIANA,7/25/2021,7/31/2021,2021,0
FRENCH GUIANA,8/1/2021,8/7/2021,2021,0
FRENCH GUIANA,8/8/2021,8/14/2021,2021,0
FRENCH GUIANA,8/15/2021,8/21/2021,2021,0
FRENCH GUIANA,8/22/2021,8/28/2021,2021,0
FRENCH GUIANA,8/29/2021,9/4/2021,2021,0
FRENCH GUIANA,9/5/2021,9/11/2021,2021,0
FRENCH GUIANA,9/12/2021,9/18/2021,2021,0
FRENCH GUIANA,9/19/2021,9/25/2021,2021,0
FRENCH GUIANA,9/26/2021,10/2/2021,2021,0
FRENCH GUIANA,10/3/2021,10/9/2021,2021,0
FRENCH GUIANA,10/10/2021,10/16/2021,2021,0
FRENCH GUIANA,10/17/2021,10/23/2021,2021,0
FRENCH GUIANA,10/24/2021,10/30/2021,2021,0
FRENCH GUIANA,10/31/2021,11/6/2021,2021,0
FRENCH GUIANA,11/7/2021,11/13/2021,2021,0
FRENCH GUIANA,11/14/2021,11/20/2021,2021,0
FRENCH GUIANA,11/21/2021,11/27/2021,2021,0
FRENCH GUIANA,11/28/2021,12/4/2021,2021,0
FRENCH GUIANA,12/5/2021,12/11/2021,2021,0
FRENCH GUIANA,12/12/2021,12/18/2021,2021,0
FRENCH GUIANA,12/19/2021,12/25/2021,2021,0
FRENCH GUIANA,12/26/2021,1/1/2022,2021,0
FRENCH POLYNESIA,5/4/2020,5/10/2020,2020,12
FRENCH POLYNESIA,5/11/2020,5/17/2020,2020,1
FRENCH POLYNESIA,5/18/2020,5/24/2020,2020,2
FRENCH POLYNESIA,6/1/2020,6/7/2020,2020,0
FRENCH POLYNESIA,11/14/2022,11/20/2022,2022,198
GRENADA,5/3/2020,5/9/2020,2020,2
GRENADA,5/10/2020,5/16/2020,2020,1
GRENADA,5/17/2020,5/23/2020,2020,5
GRENADA,5/24/2020,5/30/2020,2020,4
GRENADA,5/31/2020,6/6/2020,2020,3
GRENADA,6/7/2020,6/13/2020,2020,2
GRENADA,6/14/2020,6/20/2020,2020,2
GRENADA,6/21/2020,6/27/2020,2020,2
GRENADA,6/28/2020,7/4/2020,2020,0
GRENADA,7/5/2020,7/11/2020,2020,1
GRENADA,7/12/2020,7/18/2020,2020,1
GRENADA,7/19/2020,7/25/2020,2020,3
GRENADA,7/26/2020,8/1/2020,2020,0
GRENADA,8/2/2020,8/8/2020,2020,6
GRENADA,8/9/2020,8/15/2020,2020,11
GRENADA,8/16/2020,8/22/2020,2020,5
GRENADA,8/23/2020,8/29/2020,2020,8
GRENADA,8/30/2020,9/5/2020,2020,10
GRENADA,9/6/2020,9/12/2020,2020,8
GRENADA,9/13/2020,9/19/2020,2020,30
GRENADA,9/20/2020,9/26/2020,2020,13
GRENADA,9/27/2020,10/3/2020,2020,37
GRENADA,10/4/2020,10/10/2020,2020,37
GRENADA,10/11/2020,10/17/2020,2020,46
GRENADA,10/18/2020,10/24/2020,2020,0
GRENADA,10/25/2020,10/31/2020,2020,0
GRENADA,11/1/2020,11/7/2020,2020,0
GRENADA,11/8/2020,11/14/2020,2020,0
GRENADA,11/15/2020,11/21/2020,2020,0
GRENADA,11/22/2020,11/28/2020,2020,0
GRENADA,11/29/2020,12/5/2020,2020,0
GRENADA,12/6/2020,12/12/2020,2020,0
GRENADA,12/13/2020,12/19/2020,2020,0
GRENADA,12/20/2020,12/26/2020,2020,0
GRENADA,12/27/2020,1/2/2021,2020,7
GRENADA,1/31/2021,2/6/2021,2021,0
GRENADA,2/7/2021,2/13/2021,2021,0
GRENADA,2/14/2021,2/20/2021,2021,0
GRENADA,2/21/2021,2/27/2021,2021,0
GRENADA,2/28/2021,3/6/2021,2021,0
GRENADA,3/7/2021,3/13/2021,2021,0
GRENADA,3/14/2021,3/20/2021,2021,0
GRENADA,3/21/2021,3/27/2021,2021,0
GRENADA,3/28/2021,4/3/2021,2021,0
GRENADA,4/4/2021,4/10/2021,2021,0
GRENADA,4/11/2021,4/17/2021,2021,0
GRENADA,4/18/2021,4/24/2021,2021,0
GRENADA,4/25/2021,5/1/2021,2021,0
GRENADA,5/2/2021,5/8/2021,2021,0
GRENADA,5/9/2021,5/15/2021,2021,0
GRENADA,5/16/2021,5/22/2021,2021,0
GRENADA,12/5/2021,12/11/2021,2021,0
GRENADA,12/12/2021,12/18/2021,2021,0
GRENADA,12/19/2021,12/25/2021,2021,0
GRENADA,12/26/2021,1/1/2022,2021,0
GRENADA,9/11/2022,9/17/2022,2022,1
GRENADA,9/18/2022,9/24/2022,2022,11
GRENADA,9/25/2022,10/1/2022,2022,7
GRENADA,10/9/2022,10/15/2022,2022,3
GRENADA,10/16/2022,10/22/2022,2022,2
GRENADA,10/23/2022,10/29/2022,2022,1
GRENADA,10/30/2022,11/5/2022,2022,7
GRENADA,11/6/2022,11/12/2022,2022,3
GRENADA,11/13/2022,11/19/2022,2022,7
GRENADA,11/20/2022,11/26/2022,2022,5
GRENADA,11/27/2022,12/3/2022,2022,5
GRENADA,12/4/2022,12/10/2022,2022,0
GRENADA,12/11/2022,12/17/2022,2022,13
GRENADA,12/18/2022,12/24/2022,2022,0
GRENADA,12/25/2022,12/31/2022,2022,1
GUADELOUPE,5/3/2020,5/9/2020,2020,160
GUADELOUPE,5/10/2020,5/16/2020,2020,185
GUADELOUPE,5/17/2020,5/23/2020,2020,160
GUADELOUPE,5/24/2020,5/30/2020,2020,160
GUADELOUPE,5/31/2020,6/6/2020,2020,155
GUADELOUPE,6/7/2020,6/13/2020,2020,190
GUADELOUPE,6/14/2020,6/20/2020,2020,140
GUADELOUPE,6/21/2020,6/27/2020,2020,100
GUADELOUPE,6/28/2020,7/4/2020,2020,120
GUADELOUPE,7/5/2020,7/11/2020,2020,115
GUADELOUPE,7/12/2020,7/18/2020,2020,95
GUADELOUPE,7/19/2020,7/25/2020,2020,100
GUADELOUPE,7/26/2020,8/1/2020,2020,120
GUADELOUPE,8/2/2020,8/8/2020,2020,160
GUADELOUPE,8/9/2020,8/15/2020,2020,212
GUADELOUPE,8/16/2020,8/22/2020,2020,300
GUADELOUPE,8/23/2020,8/29/2020,2020,210
GUADELOUPE,8/30/2020,9/5/2020,2020,495
GUADELOUPE,9/6/2020,9/12/2020,2020,590
GUADELOUPE,9/13/2020,9/19/2020,2020,610
GUADELOUPE,9/20/2020,9/26/2020,2020,740
GUADELOUPE,9/27/2020,10/3/2020,2020,1090
GUADELOUPE,10/4/2020,10/10/2020,2020,1090
GUADELOUPE,10/11/2020,10/17/2020,2020,815
GUADELOUPE,10/18/2020,10/24/2020,2020,1100
GUADELOUPE,10/25/2020,10/31/2020,2020,890
GUADELOUPE,11/1/2020,11/7/2020,2020,960
GUADELOUPE,11/8/2020,11/14/2020,2020,750
GUADELOUPE,11/15/2020,11/21/2020,2020,795
GUADELOUPE,11/22/2020,11/28/2020,2020,570
GUADELOUPE,11/29/2020,12/5/2020,2020,500
GUADELOUPE,12/6/2020,12/12/2020,2020,495
GUADELOUPE,12/13/2020,12/19/2020,2020,300
GUADELOUPE,12/20/2020,12/26/2020,2020,140
GUADELOUPE,12/27/2020,1/2/2021,2020,190
GUADELOUPE,1/3/2021,1/9/2021,2021,195
GUADELOUPE,1/10/2021,1/16/2021,2021,245
GUADELOUPE,1/17/2021,1/23/2021,2021,100
GUADELOUPE,1/24/2021,1/30/2021,2021,0
GUADELOUPE,1/31/2021,2/6/2021,2021,0
GUADELOUPE,2/7/2021,2/13/2021,2021,0
GUADELOUPE,2/14/2021,2/20/2021,2021,0
GUADELOUPE,2/21/2021,2/27/2021,2021,0
GUADELOUPE,2/28/2021,3/6/2021,2021,0
GUADELOUPE,3/7/2021,3/13/2021,2021,0
GUADELOUPE,3/14/2021,3/20/2021,2021,0
GUADELOUPE,3/21/2021,3/27/2021,2021,0
GUADELOUPE,3/28/2021,4/3/2021,2021,0
GUADELOUPE,4/4/2021,4/10/2021,2021,0
GUADELOUPE,4/11/2021,4/17/2021,2021,0
GUADELOUPE,4/18/2021,4/24/2021,2021,0
GUADELOUPE,4/25/2021,5/1/2021,2021,0
GUADELOUPE,5/2/2021,5/8/2021,2021,0
GUADELOUPE,5/9/2021,5/15/2021,2021,0
GUADELOUPE,5/16/2021,5/22/2021,2021,0
GUADELOUPE,5/23/2021,5/29/2021,2021,0
GUADELOUPE,5/30/2021,6/5/2021,2021,0
GUADELOUPE,6/6/2021,6/12/2021,2021,0
GUADELOUPE,6/13/2021,6/19/2021,2021,0
GUADELOUPE,6/20/2021,6/26/2021,2021,0
GUADELOUPE,6/27/2021,7/3/2021,2021,0
GUADELOUPE,7/4/2021,7/10/2021,2021,0
GUADELOUPE,7/11/2021,7/17/2021,2021,0
GUADELOUPE,7/18/2021,7/24/2021,2021,0
GUADELOUPE,7/25/2021,7/31/2021,2021,0
GUADELOUPE,8/1/2021,8/7/2021,2021,0
GUADELOUPE,8/8/2021,8/14/2021,2021,0
GUADELOUPE,8/15/2021,8/21/2021,2021,0
GUADELOUPE,8/22/2021,8/28/2021,2021,0
GUADELOUPE,8/29/2021,9/4/2021,2021,0
GUADELOUPE,9/5/2021,9/11/2021,2021,0
GUADELOUPE,9/12/2021,9/18/2021,2021,0
GUADELOUPE,9/19/2021,9/25/2021,2021,0
GUADELOUPE,9/26/2021,10/2/2021,2021,0
GUADELOUPE,10/3/2021,10/9/2021,2021,0
GUADELOUPE,10/10/2021,10/16/2021,2021,0
GUADELOUPE,10/17/2021,10/23/2021,2021,0
GUADELOUPE,10/24/2021,10/30/2021,2021,0
GUADELOUPE,10/31/2021,11/6/2021,2021,0
GUADELOUPE,11/7/2021,11/13/2021,2021,0
GUADELOUPE,11/14/2021,11/20/2021,2021,0
GUADELOUPE,11/21/2021,11/27/2021,2021,0
GUADELOUPE,11/28/2021,12/4/2021,2021,0
GUADELOUPE,12/5/2021,12/11/2021,2021,0
GUADELOUPE,12/12/2021,12/18/2021,2021,0
GUADELOUPE,12/19/2021,12/25/2021,2021,0
GUADELOUPE,12/26/2021,1/1/2022,2021,0
GUADELOUPE,11/27/2022,12/3/2022,2022,71
GUADELOUPE,12/11/2022,12/17/2022,2022,0
GUADELOUPE,12/18/2022,12/24/2022,2022,0
GUADELOUPE,12/25/2022,12/31/2022,2022,0
GUAM,10/24/2022,10/30/2022,2022,119
GUATEMALA,1/3/2021,1/9/2021,2021,30
GUATEMALA,1/10/2021,1/16/2021,2021,30
GUATEMALA,1/17/2021,1/23/2021,2021,28
GUATEMALA,1/24/2021,1/30/2021,2021,53
GUATEMALA,1/31/2021,2/6/2021,2021,43
GUATEMALA,2/7/2021,2/13/2021,2021,38
GUATEMALA,2/14/2021,2/20/2021,2021,34
GUATEMALA,2/21/2021,2/27/2021,2021,49
GUATEMALA,2/28/2021,3/6/2021,2021,30
GUATEMALA,3/7/2021,3/13/2021,2021,41
GUATEMALA,3/14/2021,3/20/2021,2021,37
GUATEMALA,3/21/2021,3/27/2021,2021,28
GUATEMALA,3/28/2021,4/3/2021,2021,19
GUATEMALA,4/4/2021,4/10/2021,2021,33
GUATEMALA,4/11/2021,4/17/2021,2021,53
GUATEMALA,4/18/2021,4/24/2021,2021,52
GUATEMALA,4/25/2021,5/1/2021,2021,52
GUATEMALA,5/2/2021,5/8/2021,2021,41
GUATEMALA,5/9/2021,5/15/2021,2021,48
GUATEMALA,5/16/2021,5/22/2021,2021,48
GUATEMALA,5/23/2021,5/29/2021,2021,49
GUATEMALA,5/30/2021,6/5/2021,2021,64
GUATEMALA,6/6/2021,6/12/2021,2021,66
GUATEMALA,6/13/2021,6/19/2021,2021,66
GUATEMALA,6/20/2021,6/26/2021,2021,79
GUATEMALA,6/27/2021,7/3/2021,2021,46
GUATEMALA,7/4/2021,7/10/2021,2021,57
GUATEMALA,7/11/2021,7/17/2021,2021,84
GUATEMALA,7/18/2021,7/24/2021,2021,74
GUATEMALA,7/25/2021,7/31/2021,2021,85
GUATEMALA,8/1/2021,8/7/2021,2021,100
GUATEMALA,8/8/2021,8/14/2021,2021,105
GUATEMALA,8/15/2021,8/21/2021,2021,56
GUATEMALA,8/22/2021,8/28/2021,2021,87
GUATEMALA,8/29/2021,9/4/2021,2021,63
GUATEMALA,9/5/2021,9/11/2021,2021,45
GUATEMALA,9/12/2021,9/18/2021,2021,38
GUATEMALA,9/19/2021,9/25/2021,2021,51
GUATEMALA,9/26/2021,10/2/2021,2021,66
GUATEMALA,10/3/2021,10/9/2021,2021,71
GUATEMALA,10/10/2021,10/16/2021,2021,87
GUATEMALA,10/17/2021,10/23/2021,2021,65
GUATEMALA,10/24/2021,10/30/2021,2021,69
GUATEMALA,10/31/2021,11/6/2021,2021,58
GUATEMALA,11/7/2021,11/13/2021,2021,72
GUATEMALA,11/14/2021,11/20/2021,2021,60
GUATEMALA,11/21/2021,11/27/2021,2021,69
GUATEMALA,11/28/2021,12/4/2021,2021,48
GUATEMALA,12/5/2021,12/11/2021,2021,49
GUATEMALA,12/12/2021,12/18/2021,2021,60
GUATEMALA,12/19/2021,12/25/2021,2021,43
GUATEMALA,12/26/2021,1/1/2022,2021,42
GUATEMALA,1/1/2022,12/31/2022,2022,8407
GUYANA,5/23/2021,5/29/2021,2021,0
GUYANA,5/30/2021,6/5/2021,2021,0
GUYANA,6/6/2021,6/12/2021,2021,0
GUYANA,6/13/2021,6/19/2021,2021,0
GUYANA,6/20/2021,6/26/2021,2021,0
GUYANA,6/27/2021,7/3/2021,2021,0
GUYANA,7/4/2021,7/10/2021,2021,0
GUYANA,7/11/2021,7/17/2021,2021,0
GUYANA,7/18/2021,7/24/2021,2021,0
GUYANA,7/25/2021,7/31/2021,2021,0
GUYANA,8/1/2021,8/7/2021,2021,0
GUYANA,8/8/2021,8/14/2021,2021,0
GUYANA,8/15/2021,8/21/2021,2021,0
GUYANA,8/22/2021,8/28/2021,2021,0
GUYANA,8/29/2021,9/4/2021,2021,0
GUYANA,9/5/2021,9/11/2021,2021,0
GUYANA,9/12/2021,9/18/2021,2021,0
GUYANA,9/19/2021,9/25/2021,2021,0
GUYANA,9/26/2021,10/2/2021,2021,36
HAITI,5/3/2020,5/9/2020,2020,0
HAITI,5/10/2020,5/16/2020,2020,0
HAITI,5/17/2020,5/23/2020,2020,0
HAITI,5/24/2020,5/30/2020,2020,0
HAITI,5/31/2020,6/6/2020,2020,0
HAITI,6/7/2020,6/13/2020,2020,0
HAITI,6/14/2020,6/20/2020,2020,0
HAITI,6/21/2020,6/27/2020,2020,0
HAITI,7/5/2020,7/11/2020,2020,0
HAITI,7/12/2020,7/18/2020,2020,0
HAITI,7/19/2020,7/25/2020,2020,0
HAITI,7/26/2020,8/1/2020,2020,0
HAITI,8/2/2020,8/8/2020,2020,0
HAITI,8/9/2020,8/15/2020,2020,0
HAITI,8/16/2020,8/22/2020,2020,0
HAITI,8/23/2020,8/29/2020,2020,0
HAITI,8/30/2020,9/5/2020,2020,0
HAITI,9/6/2020,9/12/2020,2020,0
HAITI,9/13/2020,9/19/2020,2020,0
HAITI,9/20/2020,9/26/2020,2020,0
HAITI,9/27/2020,10/3/2020,2020,0
HAITI,10/4/2020,10/10/2020,2020,4
HAITI,10/11/2020,10/17/2020,2020,0
HAITI,10/18/2020,10/24/2020,2020,2
HAITI,10/25/2020,10/31/2020,2020,1
HAITI,11/1/2020,11/7/2020,2020,1
HAITI,11/8/2020,11/14/2020,2020,2
HAITI,11/15/2020,11/21/2020,2020,3
HAITI,11/22/2020,11/28/2020,2020,2
HAITI,11/29/2020,12/5/2020,2020,1
HAITI,12/6/2020,12/12/2020,2020,1758
HAITI,12/13/2020,12/19/2020,2020,0
HAITI,12/20/2020,12/26/2020,2020,0
HAITI,12/27/2020,1/2/2021,2020,0
HAITI,1/3/2021,1/9/2021,2021,3
HAITI,1/10/2021,1/16/2021,2021,1
HAITI,1/17/2021,1/23/2021,2021,0
HAITI,1/24/2021,1/30/2021,2021,6
HAITI,1/31/2021,2/6/2021,2021,0
HAITI,2/7/2021,2/13/2021,2021,6
HAITI,2/14/2021,2/20/2021,2021,6
HAITI,2/21/2021,2/27/2021,2021,0
HAITI,2/28/2021,3/6/2021,2021,6
HAITI,3/7/2021,3/13/2021,2021,0
HAITI,3/14/2021,3/20/2021,2021,0
HAITI,3/21/2021,3/27/2021,2021,0
HAITI,3/28/2021,4/3/2021,2021,0
HAITI,4/4/2021,4/10/2021,2021,0
HAITI,4/11/2021,4/17/2021,2021,0
HAITI,4/18/2021,4/24/2021,2021,1
HAITI,4/25/2021,5/1/2021,2021,0
HAITI,5/2/2021,5/8/2021,2021,0
HAITI,5/9/2021,5/15/2021,2021,2
HAITI,5/16/2021,5/22/2021,2021,0
HAITI,12/19/2021,12/25/2021,2021,1
HAITI,12/26/2021,1/1/2022,2021,0
