Country,calendar_start_date,calendar_end_date,Year,dengue_total
NICARAGUA,7/3/2022,7/9/2022,2022,1914
NICARAGUA,7/10/2022,7/16/2022,2022,1878
NICARAGUA,7/17/2022,7/23/2022,2022,1985
NICARAGUA,7/24/2022,7/30/2022,2022,2811
NICARAGUA,7/31/2022,8/6/2022,2022,3003
NICARAGUA,8/7/2022,8/13/2022,2022,3041
NICARAGUA,8/14/2022,8/20/2022,2022,3729
NICARAGUA,8/21/2022,8/27/2022,2022,3610
NICARAGUA,8/28/2022,9/3/2022,2022,2376
NICARAGUA,9/4/2022,9/10/2022,2022,4216
NICARAGUA,9/11/2022,9/17/2022,2022,2512
NICARAGUA,9/18/2022,9/24/2022,2022,3046
NICARAGUA,9/25/2022,10/1/2022,2022,3258
NICARAGUA,10/2/2022,10/8/2022,2022,3385
NICARAGUA,10/9/2022,10/15/2022,2022,3311
NICARAGUA,10/16/2022,10/22/2022,2022,3668
NICARAGUA,10/23/2022,10/29/2022,2022,3493
NICARAGUA,10/30/2022,11/5/2022,2022,3066
NICARAGUA,11/6/2022,11/12/2022,2022,3055
NICARAGUA,11/13/2022,11/19/2022,2022,3209
NICARAGUA,11/20/2022,11/26/2022,2022,3097
NICARAGUA,11/27/2022,12/3/2022,2022,2698
NICARAGUA,12/4/2022,12/10/2022,2022,2452
NICARAGUA,12/11/2022,12/17/2022,2022,2425
NICARAGUA,12/18/2022,12/24/2022,2022,1843
NICARAGUA,12/25/2022,12/31/2022,2022,1365
NIUE,5/11/2020,5/17/2020,2020,0
NIUE,5/18/2020,5/24/2020,2020,0
NIUE,6/1/2020,6/7/2020,2020,0
NIUE,9/21/2020,9/27/2020,2020,0
NIUE,9/20/2021,9/26/2021,2021,0
NIUE,9/27/2021,10/3/2021,2021,0
NIUE,10/4/2021,10/10/2021,2021,0
NIUE,10/11/2021,10/17/2021,2021,0
NIUE,10/18/2021,10/24/2021,2021,0
NIUE,10/25/2021,10/31/2021,2021,0
NIUE,11/1/2021,11/7/2021,2021,0
NIUE,11/8/2021,11/14/2021,2021,0
NIUE,11/15/2021,11/21/2021,2021,0
NIUE,11/22/2021,11/28/2021,2021,0
NIUE,11/29/2021,12/5/2021,2021,0
NIUE,12/6/2021,12/12/2021,2021,0
NIUE,12/13/2021,12/19/2021,2021,0
NIUE,1/3/2022,1/9/2022,2022,0
NIUE,1/17/2022,1/23/2022,2022,0
NIUE,1/24/2022,1/30/2022,2022,0
NIUE,1/31/2022,2/6/2022,2022,0
NIUE,2/7/2022,2/13/2022,2022,0
NIUE,2/14/2022,2/20/2022,2022,0
NIUE,2/21/2022,2/27/2022,2022,0
NIUE,2/28/2022,3/6/2022,2022,0
NIUE,3/7/2022,3/13/2022,2022,0
NIUE,3/14/2022,3/20/2022,2022,0
NIUE,3/21/2022,3/27/2022,2022,0
NIUE,3/28/2022,4/3/2022,2022,0
NIUE,4/4/2022,4/10/2022,2022,0
NIUE,4/18/2022,4/24/2022,2022,0
NIUE,4/25/2022,5/1/2022,2022,0
NIUE,5/2/2022,5/8/2022,2022,0
NIUE,5/9/2022,5/15/2022,2022,0
NIUE,5/16/2022,5/22/2022,2022,0
NIUE,5/23/2022,5/29/2022,2022,0
NIUE,6/5/2022,6/11/2022,2022,0
NIUE,6/6/2022,6/12/2022,2022,0
NIUE,6/13/2022,6/19/2022,2022,0
NIUE,6/26/2022,7/2/2022,2022,0
NIUE,6/27/2022,7/3/2022,2022,0
NIUE,7/18/2022,7/24/2022,2022,0
NIUE,7/31/2022,8/6/2022,2022,0
NIUE,8/8/2022,8/14/2022,2022,0
NIUE,8/15/2022,8/21/2022,2022,0
NIUE,8/28/2022,9/3/2022,2022,0
NIUE,9/5/2022,9/11/2022,2022,0
NIUE,10/10/2022,10/16/2022,2022,0
NIUE,10/17/2022,10/23/2022,2022,0
NIUE,10/24/2022,10/30/2022,2022,0
NIUE,10/31/2022,11/6/2022,2022,0
NIUE,11/7/2022,11/13/2022,2022,9
NIUE,11/21/2022,11/27/2022,2022,1
NIUE,11/28/2022,12/4/2022,2022,0
NIUE,12/5/2022,12/11/2022,2022,2
NIUE,12/12/2022,12/18/2022,2022,0
NIUE,1/1/2023,1/7/2023,2023,0
NIUE,1/2/2023,1/8/2023,2023,0
NIUE,1/9/2023,1/15/2023,2023,0
NIUE,1/16/2023,1/22/2023,2023,0
NIUE,1/29/2023,2/4/2023,2023,0
NIUE,1/30/2023,2/5/2023,2023,0
NIUE,2/6/2023,2/12/2023,2023,0
NIUE,2/13/2023,2/19/2023,2023,0
NIUE,2/20/2023,2/26/2023,2023,0
NIUE,2/27/2023,3/5/2023,2023,0
NIUE,3/12/2023,3/18/2023,2023,0
NIUE,3/19/2023,3/25/2023,2023,3
NIUE,3/20/2023,3/26/2023,2023,0
NIUE,3/27/2023,4/2/2023,2023,0
NIUE,4/3/2023,4/9/2023,2023,0
NIUE,4/10/2023,4/16/2023,2023,9
NIUE,4/17/2023,4/23/2023,2023,2
NORTHERN MARIANA ISLANDS,9/21/2020,9/27/2020,2020,0
NORTHERN MARIANA ISLANDS,9/20/2021,9/26/2021,2021,0
NORTHERN MARIANA ISLANDS,9/27/2021,10/3/2021,2021,0
NORTHERN MARIANA ISLANDS,10/4/2021,10/10/2021,2021,0
NORTHERN MARIANA ISLANDS,10/11/2021,10/17/2021,2021,0
NORTHERN MARIANA ISLANDS,10/18/2021,10/24/2021,2021,0
NORTHERN MARIANA ISLANDS,10/25/2021,10/31/2021,2021,0
NORTHERN MARIANA ISLANDS,11/1/2021,11/7/2021,2021,0
NORTHERN MARIANA ISLANDS,11/8/2021,11/14/2021,2021,0
NORTHERN MARIANA ISLANDS,11/15/2021,11/21/2021,2021,0
NORTHERN MARIANA ISLANDS,11/22/2021,11/28/2021,2021,0
NORTHERN MARIANA ISLANDS,11/29/2021,12/5/2021,2021,0
NORTHERN MARIANA ISLANDS,12/6/2021,12/12/2021,2021,0
NORTHERN MARIANA ISLANDS,12/13/2021,12/19/2021,2021,0
NORTHERN MARIANA ISLANDS,12/27/2021,1/2/2022,2021,0
NORTHERN MARIANA ISLANDS,1/3/2022,1/9/2022,2022,0
NORTHERN MARIANA ISLANDS,1/10/2022,1/16/2022,2022,0
NORTHERN MARIANA ISLANDS,1/17/2022,1/23/2022,2022,0
NORTHERN MARIANA ISLANDS,1/24/2022,1/30/2022,2022,0
NORTHERN MARIANA ISLANDS,1/31/2022,2/6/2022,2022,0
NORTHERN MARIANA ISLANDS,2/7/2022,2/13/2022,2022,0
NORTHERN MARIANA ISLANDS,2/14/2022,2/20/2022,2022,0
NORTHERN MARIANA ISLANDS,2/21/2022,2/27/2022,2022,0
NORTHERN MARIANA ISLANDS,3/7/2022,3/13/2022,2022,0
NORTHERN MARIANA ISLANDS,3/28/2022,4/3/2022,2022,0
NORTHERN MARIANA ISLANDS,4/4/2022,4/10/2022,2022,0
NORTHERN MARIANA ISLANDS,4/11/2022,4/17/2022,2022,0
NORTHERN MARIANA ISLANDS,4/18/2022,4/24/2022,2022,0
NORTHERN MARIANA ISLANDS,4/25/2022,5/1/2022,2022,0
NORTHERN MARIANA ISLANDS,5/2/2022,5/8/2022,2022,0
NORTHERN MARIANA ISLANDS,5/9/2022,5/15/2022,2022,0
NORTHERN MARIANA ISLANDS,5/16/2022,5/22/2022,2022,0
NORTHERN MARIANA ISLANDS,5/23/2022,5/29/2022,2022,0
NORTHERN MARIANA ISLANDS,6/5/2022,6/11/2022,2022,0
NORTHERN MARIANA ISLANDS,6/6/2022,6/12/2022,2022,0
NORTHERN MARIANA ISLANDS,6/13/2022,6/19/2022,2022,0
NORTHERN MARIANA ISLANDS,6/26/2022,7/2/2022,2022,0
NORTHERN MARIANA ISLANDS,6/27/2022,7/3/2022,2022,0
NORTHERN MARIANA ISLANDS,7/4/2022,7/10/2022,2022,0
NORTHERN MARIANA ISLANDS,7/11/2022,7/17/2022,2022,0
NORTHERN MARIANA ISLANDS,7/18/2022,7/24/2022,2022,0
NORTHERN MARIANA ISLANDS,7/31/2022,8/6/2022,2022,0
NORTHERN MARIANA ISLANDS,8/8/2022,8/14/2022,2022,22
NORTHERN MARIANA ISLANDS,8/15/2022,8/21/2022,2022,0
NORTHERN MARIANA ISLANDS,8/28/2022,9/3/2022,2022,34
NORTHERN MARIANA ISLANDS,9/5/2022,9/11/2022,2022,112
NORTHERN MARIANA ISLANDS,9/12/2022,9/18/2022,2022,123
NORTHERN MARIANA ISLANDS,9/19/2022,9/25/2022,2022,125
NORTHERN MARIANA ISLANDS,9/26/2022,10/2/2022,2022,123
NORTHERN MARIANA ISLANDS,10/10/2022,10/16/2022,2022,75
NORTHERN MARIANA ISLANDS,10/17/2022,10/23/2022,2022,61
NORTHERN MARIANA ISLANDS,10/24/2022,10/30/2022,2022,62
NORTHERN MARIANA ISLANDS,10/31/2022,11/6/2022,2022,41
NORTHERN MARIANA ISLANDS,11/7/2022,11/13/2022,2022,32
NORTHERN MARIANA ISLANDS,11/14/2022,11/20/2022,2022,26
NORTHERN MARIANA ISLANDS,11/21/2022,11/27/2022,2022,16
NORTHERN MARIANA ISLANDS,11/28/2022,12/4/2022,2022,22
NORTHERN MARIANA ISLANDS,12/5/2022,12/11/2022,2022,26
NORTHERN MARIANA ISLANDS,12/12/2022,12/18/2022,2022,29
NORTHERN MARIANA ISLANDS,1/1/2023,1/7/2023,2023,30
NORTHERN MARIANA ISLANDS,1/2/2023,1/8/2023,2023,24
NORTHERN MARIANA ISLANDS,1/9/2023,1/15/2023,2023,29
NORTHERN MARIANA ISLANDS,1/16/2023,1/22/2023,2023,39
NORTHERN MARIANA ISLANDS,1/29/2023,2/4/2023,2023,25
NORTHERN MARIANA ISLANDS,1/30/2023,2/5/2023,2023,40
NORTHERN MARIANA ISLANDS,2/6/2023,2/12/2023,2023,39
NORTHERN MARIANA ISLANDS,2/13/2023,2/19/2023,2023,40
NORTHERN MARIANA ISLANDS,2/20/2023,2/26/2023,2023,25
NORTHERN MARIANA ISLANDS,2/27/2023,3/5/2023,2023,26
NORTHERN MARIANA ISLANDS,3/12/2023,3/18/2023,2023,35
NORTHERN MARIANA ISLANDS,3/19/2023,3/25/2023,2023,30
NORTHERN MARIANA ISLANDS,3/20/2023,3/26/2023,2023,30
NORTHERN MARIANA ISLANDS,3/27/2023,4/2/2023,2023,25
NORTHERN MARIANA ISLANDS,4/3/2023,4/9/2023,2023,19
NORTHERN MARIANA ISLANDS,4/10/2023,4/16/2023,2023,18
NORTHERN MARIANA ISLANDS,4/17/2023,4/23/2023,2023,28
PAKISTAN,7/13/2020,7/19/2020,2020,1
PAKISTAN,8/23/2020,8/29/2020,2020,9
PAKISTAN,9/6/2020,9/12/2020,2020,73
PAKISTAN,9/13/2020,9/19/2020,2020,69
PAKISTAN,10/4/2020,10/10/2020,2020,240
PAKISTAN,10/11/2020,10/17/2020,2020,253
PAKISTAN,10/18/2020,10/24/2020,2020,340
PAKISTAN,10/25/2020,10/31/2020,2020,350
PAKISTAN,11/1/2020,11/7/2020,2020,258
PAKISTAN,11/15/2020,11/21/2020,2020,340
PAKISTAN,1/31/2021,2/6/2021,2021,26
PAKISTAN,3/21/2021,3/27/2021,2021,76
PAKISTAN,3/28/2021,4/3/2021,2021,77
PAKISTAN,4/4/2021,4/10/2021,2021,49
PAKISTAN,4/11/2021,4/17/2021,2021,93
PAKISTAN,4/18/2021,4/24/2021,2021,106
PAKISTAN,4/25/2021,5/1/2021,2021,100
PAKISTAN,5/9/2021,5/15/2021,2021,91
PAKISTAN,5/23/2021,5/29/2021,2021,182
PAKISTAN,6/6/2021,6/12/2021,2021,146
PAKISTAN,6/13/2021,6/19/2021,2021,102
PAKISTAN,6/13/2021,6/19/2021,2021,5
PAKISTAN,6/20/2021,6/26/2021,2021,95
PAKISTAN,6/20/2021,6/26/2021,2021,42
PAKISTAN,6/27/2021,7/3/2021,2021,77
PAKISTAN,7/4/2021,7/10/2021,2021,150
PAKISTAN,7/18/2021,7/24/2021,2021,50
PAKISTAN,7/25/2021,7/31/2021,2021,179
PAKISTAN,7/25/2021,7/31/2021,2021,10
PAKISTAN,8/1/2021,8/7/2021,2021,147
PAKISTAN,8/1/2021,8/7/2021,2021,25
PAKISTAN,8/8/2021,8/14/2021,2021,157
PAKISTAN,8/8/2021,8/14/2021,2021,120
PAKISTAN,8/15/2021,8/21/2021,2021,160
PAKISTAN,8/15/2021,8/21/2021,2021,17
PAKISTAN,8/29/2021,9/4/2021,2021,14
PAKISTAN,9/5/2021,9/11/2021,2021,51
PAKISTAN,9/12/2021,9/18/2021,2021,59
PAKISTAN,9/19/2021,9/25/2021,2021,93
PAKISTAN,9/26/2021,10/2/2021,2021,159
PAKISTAN,10/3/2021,10/9/2021,2021,266
PAKISTAN,10/10/2021,10/16/2021,2021,336
PAKISTAN,10/17/2021,10/23/2021,2021,418
PAKISTAN,10/24/2021,10/30/2021,2021,512
PAKISTAN,10/31/2021,11/6/2021,2021,555
PAKISTAN,11/7/2021,11/13/2021,2021,413
PAKISTAN,11/14/2021,11/20/2021,2021,383
PAKISTAN,11/21/2021,11/27/2021,2021,295
PAKISTAN,11/28/2021,12/4/2021,2021,164
PAKISTAN,12/5/2021,12/11/2021,2021,89
PAKISTAN,12/12/2021,12/18/2021,2021,25
PAKISTAN,12/19/2021,12/25/2021,2021,48
PAKISTAN,1/2/2022,1/8/2022,2022,38
PAKISTAN,1/9/2022,1/15/2022,2022,61
PAKISTAN,1/16/2022,1/22/2022,2022,83
PAKISTAN,1/23/2022,1/29/2022,2022,5
PAKISTAN,2/20/2022,2/26/2022,2022,22
PAKISTAN,2/27/2022,3/5/2022,2022,24
PAKISTAN,3/13/2022,3/19/2022,2022,46
PAKISTAN,3/20/2022,3/26/2022,2022,51
PAKISTAN,3/27/2022,4/2/2022,2022,20
PAKISTAN,4/3/2022,4/9/2022,2022,28
PAKISTAN,4/10/2022,4/16/2022,2022,39
PAKISTAN,4/17/2022,4/23/2022,2022,48
PAKISTAN,12/25/2022,12/31/2022,2022,17
PALAU,5/4/2020,5/10/2020,2020,1
PALAU,5/11/2020,5/17/2020,2020,0
PALAU,5/18/2020,5/24/2020,2020,0
PALAU,5/25/2020,5/31/2020,2020,1
PALAU,6/1/2020,6/7/2020,2020,1
PALAU,9/21/2020,9/27/2020,2020,0
PALAU,9/20/2021,9/26/2021,2021,0
PALAU,9/27/2021,10/3/2021,2021,0
PALAU,10/4/2021,10/10/2021,2021,0
PALAU,10/11/2021,10/17/2021,2021,1
PALAU,10/18/2021,10/24/2021,2021,2
PALAU,10/25/2021,10/31/2021,2021,0
PALAU,11/1/2021,11/7/2021,2021,1
PALAU,11/8/2021,11/14/2021,2021,0
PALAU,11/15/2021,11/21/2021,2021,0
PALAU,11/22/2021,11/28/2021,2021,0
PALAU,11/29/2021,12/5/2021,2021,0
PALAU,12/6/2021,12/12/2021,2021,1
PALAU,12/13/2021,12/19/2021,2021,0
PALAU,12/20/2021,12/26/2021,2021,0
PALAU,12/27/2021,1/2/2022,2021,0
PALAU,1/3/2022,1/9/2022,2022,0
PALAU,1/10/2022,1/16/2022,2022,1
PALAU,1/17/2022,1/23/2022,2022,1
PALAU,1/24/2022,1/30/2022,2022,0
PALAU,1/31/2022,2/6/2022,2022,0
PALAU,2/7/2022,2/13/2022,2022,0
PALAU,2/14/2022,2/20/2022,2022,1
PALAU,2/21/2022,2/27/2022,2022,0
PALAU,2/28/2022,3/6/2022,2022,1
PALAU,3/7/2022,3/13/2022,2022,0
PALAU,3/14/2022,3/20/2022,2022,0
PALAU,3/21/2022,3/27/2022,2022,0
PALAU,3/28/2022,4/3/2022,2022,5
PALAU,4/18/2022,4/24/2022,2022,2
PALAU,4/25/2022,5/1/2022,2022,4
PALAU,5/2/2022,5/8/2022,2022,0
PALAU,5/9/2022,5/15/2022,2022,0
PALAU,5/16/2022,5/22/2022,2022,0
PALAU,5/23/2022,5/29/2022,2022,1
PALAU,6/5/2022,6/11/2022,2022,0
PALAU,6/6/2022,6/12/2022,2022,0
PALAU,6/26/2022,7/2/2022,2022,0
PALAU,6/27/2022,7/3/2022,2022,4
PALAU,7/4/2022,7/10/2022,2022,7
PALAU,7/11/2022,7/17/2022,2022,3
PALAU,7/18/2022,7/24/2022,2022,1
PALAU,8/8/2022,8/14/2022,2022,14
PALAU,8/15/2022,8/21/2022,2022,0
PALAU,8/28/2022,9/3/2022,2022,12
PALAU,9/5/2022,9/11/2022,2022,4
PALAU,9/12/2022,9/18/2022,2022,2
PALAU,9/19/2022,9/25/2022,2022,11
PALAU,9/26/2022,10/2/2022,2022,8
PALAU,10/10/2022,10/16/2022,2022,4
PALAU,10/17/2022,10/23/2022,2022,6
PALAU,10/24/2022,10/30/2022,2022,4
PALAU,10/31/2022,11/6/2022,2022,1
PALAU,11/7/2022,11/13/2022,2022,0
PALAU,11/14/2022,11/20/2022,2022,1
PALAU,11/21/2022,11/27/2022,2022,5
PALAU,11/28/2022,12/4/2022,2022,13
PALAU,12/5/2022,12/11/2022,2022,6
PALAU,1/1/2023,1/7/2023,2023,9
PALAU,1/2/2023,1/8/2023,2023,8
PALAU,1/9/2023,1/15/2023,2023,7
PALAU,1/16/2023,1/22/2023,2023,7
PALAU,1/29/2023,2/4/2023,2023,7
PALAU,1/30/2023,2/5/2023,2023,2
PALAU,2/6/2023,2/12/2023,2023,0
PALAU,2/13/2023,2/19/2023,2023,3
PALAU,2/20/2023,2/26/2023,2023,1
PALAU,3/12/2023,3/18/2023,2023,2
PALAU,3/19/2023,3/25/2023,2023,0
PALAU,3/20/2023,3/26/2023,2023,2
PALAU,3/27/2023,4/2/2023,2023,1
PALAU,4/3/2023,4/9/2023,2023,1
PALAU,4/10/2023,4/16/2023,2023,1
PALAU,4/17/2023,4/23/2023,2023,0
PANAMA,5/3/2020,5/9/2020,2020,30
PANAMA,5/10/2020,5/16/2020,2020,43
PANAMA,5/17/2020,5/23/2020,2020,36
PANAMA,5/24/2020,5/30/2020,2020,40
PANAMA,5/31/2020,6/6/2020,2020,42
PANAMA,6/7/2020,6/13/2020,2020,45
PANAMA,6/14/2020,6/20/2020,2020,42
PANAMA,6/21/2020,6/27/2020,2020,49
PANAMA,6/28/2020,7/4/2020,2020,58
PANAMA,7/5/2020,7/11/2020,2020,39
PANAMA,7/12/2020,7/18/2020,2020,50
PANAMA,7/19/2020,7/25/2020,2020,27
PANAMA,7/26/2020,8/1/2020,2020,46
PANAMA,8/2/2020,8/8/2020,2020,33
PANAMA,8/9/2020,8/15/2020,2020,28
PANAMA,8/16/2020,8/22/2020,2020,29
PANAMA,8/23/2020,8/29/2020,2020,31
PANAMA,8/30/2020,9/5/2020,2020,33
PANAMA,9/6/2020,9/12/2020,2020,13
PANAMA,9/13/2020,9/19/2020,2020,22
PANAMA,9/20/2020,9/26/2020,2020,29
PANAMA,9/27/2020,10/3/2020,2020,21
PANAMA,10/4/2020,10/10/2020,2020,26
PANAMA,10/11/2020,10/17/2020,2020,44
PANAMA,10/18/2020,10/24/2020,2020,33
PANAMA,10/25/2020,10/31/2020,2020,33
PANAMA,11/1/2020,11/7/2020,2020,34
PANAMA,11/8/2020,11/14/2020,2020,20
PANAMA,11/15/2020,11/21/2020,2020,16
PANAMA,11/22/2020,11/28/2020,2020,19
PANAMA,11/29/2020,12/5/2020,2020,8
PANAMA,12/6/2020,12/12/2020,2020,14
PANAMA,12/13/2020,12/19/2020,2020,7
PANAMA,12/20/2020,12/26/2020,2020,3
PANAMA,1/3/2021,1/9/2021,2021,17
PANAMA,1/10/2021,1/16/2021,2021,8
PANAMA,1/17/2021,1/23/2021,2021,8
PANAMA,1/24/2021,1/30/2021,2021,16
PANAMA,1/31/2021,2/6/2021,2021,22
PANAMA,2/7/2021,2/13/2021,2021,12
PANAMA,2/14/2021,2/20/2021,2021,15
PANAMA,2/21/2021,2/27/2021,2021,14
PANAMA,2/28/2021,3/6/2021,2021,6
PANAMA,3/7/2021,3/13/2021,2021,11
PANAMA,3/14/2021,3/20/2021,2021,14
PANAMA,3/21/2021,3/27/2021,2021,15
PANAMA,3/28/2021,4/3/2021,2021,6
PANAMA,4/4/2021,4/10/2021,2021,6
PANAMA,4/11/2021,4/17/2021,2021,9
PANAMA,4/18/2021,4/24/2021,2021,15
PANAMA,4/25/2021,5/1/2021,2021,16
PANAMA,5/2/2021,5/8/2021,2021,15
PANAMA,5/9/2021,5/15/2021,2021,13
PANAMA,5/16/2021,5/22/2021,2021,29
PANAMA,5/23/2021,5/29/2021,2021,17
PANAMA,5/30/2021,6/5/2021,2021,47
PANAMA,6/6/2021,6/12/2021,2021,45
PANAMA,6/13/2021,6/19/2021,2021,39
PANAMA,6/20/2021,6/26/2021,2021,59
PANAMA,6/27/2021,7/3/2021,2021,57
PANAMA,7/4/2021,7/10/2021,2021,46
PANAMA,7/11/2021,7/17/2021,2021,78
PANAMA,7/18/2021,7/24/2021,2021,57
PANAMA,7/25/2021,7/31/2021,2021,52
PANAMA,8/1/2021,8/7/2021,2021,69
PANAMA,8/8/2021,8/14/2021,2021,74
PANAMA,8/15/2021,8/21/2021,2021,105
PANAMA,8/22/2021,8/28/2021,2021,110
PANAMA,8/29/2021,9/4/2021,2021,92
PANAMA,9/5/2021,9/11/2021,2021,103
PANAMA,9/12/2021,9/18/2021,2021,128
PANAMA,9/19/2021,9/25/2021,2021,107
PANAMA,9/26/2021,10/2/2021,2021,133
PANAMA,10/3/2021,10/9/2021,2021,136
PANAMA,10/10/2021,10/16/2021,2021,105
PANAMA,10/17/2021,10/23/2021,2021,141
PANAMA,10/24/2021,10/30/2021,2021,116
PANAMA,10/31/2021,11/6/2021,2021,110
PANAMA,11/7/2021,11/13/2021,2021,138
PANAMA,11/14/2021,11/20/2021,2021,118
PANAMA,11/21/2021,11/27/2021,2021,128
PANAMA,11/28/2021,12/4/2021,2021,72
PANAMA,12/5/2021,12/11/2021,2021,66
PANAMA,12/12/2021,12/18/2021,2021,103
PANAMA,12/19/2021,12/25/2021,2021,87
PANAMA,12/26/2021,1/1/2022,2021,90
PANAMA,1/2/2022,1/8/2022,2022,41
PANAMA,1/9/2022,1/15/2022,2022,47
PANAMA,1/16/2022,1/22/2022,2022,31
PANAMA,1/23/2022,1/29/2022,2022,44
PANAMA,1/30/2022,2/5/2022,2022,46
PANAMA,2/6/2022,2/12/2022,2022,39
PANAMA,2/13/2022,2/19/2022,2022,45
PANAMA,2/20/2022,2/26/2022,2022,42
PANAMA,2/27/2022,3/5/2022,2022,33
PANAMA,3/6/2022,3/12/2022,2022,35
PANAMA,3/13/2022,3/19/2022,2022,56
PANAMA,3/20/2022,3/26/2022,2022,37
PANAMA,3/27/2022,4/2/2022,2022,42
PANAMA,4/3/2022,4/9/2022,2022,46
PANAMA,4/10/2022,4/16/2022,2022,43
PANAMA,4/17/2022,4/23/2022,2022,72
PANAMA,4/24/2022,4/30/2022,2022,56
PANAMA,5/1/2022,5/7/2022,2022,58
PANAMA,5/8/2022,5/14/2022,2022,80
PANAMA,5/15/2022,5/21/2022,2022,102
PANAMA,5/22/2022,5/28/2022,2022,115
PANAMA,5/29/2022,6/4/2022,2022,166
PANAMA,6/5/2022,6/11/2022,2022,225
PANAMA,6/12/2022,6/18/2022,2022,291
PANAMA,6/19/2022,6/25/2022,2022,362
PANAMA,6/26/2022,7/2/2022,2022,426
PANAMA,7/3/2022,7/9/2022,2022,405
PANAMA,7/10/2022,7/16/2022,2022,415
PANAMA,7/17/2022,7/23/2022,2022,452
PANAMA,7/24/2022,7/30/2022,2022,487
PANAMA,7/31/2022,8/6/2022,2022,585
PANAMA,8/7/2022,8/13/2022,2022,524
PANAMA,8/14/2022,8/20/2022,2022,445
PANAMA,8/21/2022,8/27/2022,2022,415
PANAMA,8/28/2022,9/3/2022,2022,323
PANAMA,9/4/2022,9/10/2022,2022,400
PANAMA,9/11/2022,9/17/2022,2022,409
PANAMA,9/18/2022,9/24/2022,2022,374
PANAMA,9/25/2022,10/1/2022,2022,355
PANAMA,10/2/2022,10/8/2022,2022,306
PANAMA,10/9/2022,10/15/2022,2022,303
PANAMA,10/16/2022,10/22/2022,2022,300
PANAMA,10/23/2022,10/29/2022,2022,270
PANAMA,10/30/2022,11/5/2022,2022,237
PANAMA,11/6/2022,11/12/2022,2022,220
PANAMA,11/13/2022,11/19/2022,2022,207
PANAMA,11/20/2022,11/26/2022,2022,226
PANAMA,11/27/2022,12/3/2022,2022,203
PANAMA,12/4/2022,12/10/2022,2022,187
PANAMA,12/11/2022,12/17/2022,2022,231
PANAMA,12/18/2022,12/24/2022,2022,176
PANAMA,12/25/2022,12/31/2022,2022,137
PARAGUAY,5/3/2020,5/9/2020,2020,280
PARAGUAY,5/10/2020,5/16/2020,2020,162
PARAGUAY,5/17/2020,5/23/2020,2020,153
PARAGUAY,5/24/2020,5/30/2020,2020,105
PARAGUAY,5/31/2020,6/6/2020,2020,77
PARAGUAY,6/7/2020,6/13/2020,2020,98
PARAGUAY,6/14/2020,6/20/2020,2020,96
PARAGUAY,6/21/2020,6/27/2020,2020,78
PARAGUAY,6/28/2020,7/4/2020,2020,55
PARAGUAY,7/5/2020,7/11/2020,2020,47
PARAGUAY,7/12/2020,7/18/2020,2020,30
PARAGUAY,7/19/2020,7/25/2020,2020,34
PARAGUAY,7/26/2020,8/1/2020,2020,34
PARAGUAY,8/2/2020,8/8/2020,2020,39
PARAGUAY,8/9/2020,8/15/2020,2020,27
PARAGUAY,8/16/2020,8/22/2020,2020,32
PARAGUAY,8/23/2020,8/29/2020,2020,37
PARAGUAY,8/30/2020,9/5/2020,2020,47
PARAGUAY,9/6/2020,9/12/2020,2020,40
PARAGUAY,9/13/2020,9/19/2020,2020,36
PARAGUAY,9/20/2020,9/26/2020,2020,72
PARAGUAY,9/27/2020,10/3/2020,2020,97
PARAGUAY,10/4/2020,10/10/2020,2020,104
PARAGUAY,10/11/2020,10/17/2020,2020,135
PARAGUAY,10/18/2020,10/24/2020,2020,177
PARAGUAY,10/25/2020,10/31/2020,2020,182
PARAGUAY,11/1/2020,11/7/2020,2020,213
PARAGUAY,11/8/2020,11/14/2020,2020,273
PARAGUAY,11/15/2020,11/21/2020,2020,293
PARAGUAY,11/22/2020,11/28/2020,2020,282
PARAGUAY,11/29/2020,12/5/2020,2020,316
PARAGUAY,12/6/2020,12/12/2020,2020,396
PARAGUAY,12/13/2020,12/19/2020,2020,388
PARAGUAY,12/20/2020,12/26/2020,2020,383
PARAGUAY,12/27/2020,1/2/2021,2020,460
PARAGUAY,1/3/2021,1/9/2021,2021,434
PARAGUAY,1/10/2021,1/16/2021,2021,457
PARAGUAY,1/17/2021,1/23/2021,2021,568
PARAGUAY,1/24/2021,1/30/2021,2021,497
PARAGUAY,1/31/2021,2/6/2021,2021,615
PARAGUAY,2/7/2021,2/13/2021,2021,669
PARAGUAY,2/14/2021,2/20/2021,2021,719
PARAGUAY,2/21/2021,2/27/2021,2021,583
PARAGUAY,2/28/2021,3/6/2021,2021,699
PARAGUAY,3/7/2021,3/13/2021,2021,624
PARAGUAY,3/14/2021,3/20/2021,2021,605
PARAGUAY,3/21/2021,3/27/2021,2021,518
PARAGUAY,3/28/2021,4/3/2021,2021,481
PARAGUAY,4/4/2021,4/10/2021,2021,481
PARAGUAY,4/11/2021,4/17/2021,2021,456
PARAGUAY,4/18/2021,4/24/2021,2021,521
PARAGUAY,4/25/2021,5/1/2021,2021,422
PARAGUAY,5/2/2021,5/8/2021,2021,294
PARAGUAY,5/9/2021,5/15/2021,2021,311
PARAGUAY,5/16/2021,5/22/2021,2021,329
PARAGUAY,5/23/2021,5/29/2021,2021,322
PARAGUAY,5/30/2021,6/5/2021,2021,264
PARAGUAY,6/6/2021,6/12/2021,2021,196
