Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013, flag",Location 1,Location 1 (city),Location 1 (state),Location 2
HAWAII,2014,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.30485166200043),,HAWAII,
DELAWARE,2014,11,,-,0,,2,,,-,,-,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,POINT (-75.57773943699965 39.00883351400046),,DELAWARE,
NEW YORK CITY,2014,11,,-,0,,5,,,-,1,,,-,0,,4,,,-,2,,,-,0,,1,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY,
MARYLAND,2014,11,,-,0,,5,,1,,,-,,-,0,,2,,3,,1,,,-,0,,1,,,-,,-,POINT (-76.60925970899967 39.2905806980005),,MARYLAND,
NEVADA,2014,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.49324126500045),,NEVADA,
RHODE ISLAND,2014,11,,-,0,,9,,,-,,-,,-,0,,16,,1,,,-,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND,
MISSOURI,2014,11,,-,1,,39,,2,,,-,,-,0,,2,,2,,,-,,-,0,,2,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,MISSOURI,
MAINE,2014,11,,-,0,,1,,,-,,-,,-,1,,8,,2,,,-,,-,0,,1,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,MAINE,
FLORIDA,2014,11,,-,0,,3,,1,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,FLORIDA,
ALASKA,2014,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205669099972 64.84507923900048),,ALASKA,
WEST VIRGINIA,2014,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,POINT (-80.71263935099967 38.665511497000466),,WEST VIRGINIA,
NEW JERSEY,2014,11,,-,0,,1,,,-,,-,,-,0,,4,,,-,2,,,-,0,,1,,,-,,-,POINT (-74.27368565099965 40.1305700530005),,NEW JERSEY,
COLORADO,2014,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360888799969 38.84384047000049),,COLORADO,
TEXAS,2014,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827243635000457),,TEXAS,
MONTANA,2014,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.066526051000494),,MONTANA,
ILLINOIS,2014,11,,-,0,,7,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS,
TENNESSEE,2014,11,,-,0,,9,,,-,1,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,POINT (-85.77448642199965 35.680943063000484),,TENNESSEE,
MINNESOTA,2014,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA,
UNITED STATES,2014,12,,-,16,,102,,9,,20,,,-,29,,101,,24,,36,,,-,3,,21,,1,,4,,,,,
NEW ENGLAND,2014,12,,-,0,,9,,,-,1,,,-,5,,30,,6,,7,,,-,0,,1,,,-,,-,,,,
MID. ATLANTIC,2014,12,,-,2,,16,,1,,2,,,-,8,,30,,7,,5,,,-,0,,3,,,-,,-,,,,
E.N. CENTRAL,2014,12,,-,1,,9,,1,,2,,,-,10,,48,,4,,17,,,-,1,,17,,1,,4,,,,,
W.N. CENTRAL,2014,12,,-,2,,48,,3,,1,,,-,0,,4,,2,,,-,,-,0,,2,,,-,,-,,,,
S. ATLANTIC,2014,12,,-,3,,28,,3,,10,,,-,1,,5,,4,,5,,,-,0,,2,,,-,,-,,,,
E.S. CENTRAL,2014,12,,-,1,,14,,1,,2,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,,,,
W.S. CENTRAL,2014,12,,-,2,,37,,,-,2,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
C.N.M.I.,2014,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.,
TEXAS,2014,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827243635000457),,TEXAS,
GEORGIA,2014,12,,-,0,,1,,,-,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968004200045),,GEORGIA,
VIRGINIA,2014,12,,-,1,,8,,,-,1,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA,
FLORIDA,2014,12,,-,0,,3,,1,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,FLORIDA,
IDAHO,2014,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-114.3637261449997 43.682630058000484),,IDAHO,
IOWA,2014,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648936699969 42.469404401000475),,IOWA,
NEW YORK,2014,12,,-,1,,16,,1,,1,,,-,7,,27,,7,,1,,,-,0,,3,,,-,,-,POINT (-75.54396639699968 42.82700023900048),,NEW YORK,
VERMONT,2014,12,,-,0,,1,,,-,,-,,-,0,,3,,2,,,-,,-,0,,0,,,-,,-,POINT (-72.51763944499965 43.62538292400046),,VERMONT,
SOUTH CAROLINA,2014,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA,
ILLINOIS,2014,12,,-,0,,7,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS,
CALIFORNIA,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-120.99999889499969 37.638640488000476),,CALIFORNIA,
MASSACHUSETTS,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687306500047),,MASSACHUSETTS,
NORTH CAROLINA,2014,12,,-,0,,12,,,-,2,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622388600048),,NORTH CAROLINA,
PUERTO RICO,2014,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-98.34556876399967 26.649497232000442),,PUERTO RICO,
NEW MEXICO,2014,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.24057768899968 34.52088247800049),,NEW MEXICO,
DELAWARE,2014,12,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,POINT (-75.57773943699965 39.00883351400046),,DELAWARE,
MONTANA,2014,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.066526051000494),,MONTANA,
DIST. OF COL.,2014,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-99.11415045099966 39.52368635500045),,DIST. OF COL.,
WEST VIRGINIA,2014,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,POINT (-80.71263935099967 38.665511497000466),,WEST VIRGINIA,
AMER. SAMOA,2014,12,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,POINT (-99.11415045099966 39.52368635500045),,AMER. SAMOA,
NEW JERSEY,2014,12,,-,0,,1,,,-,,-,,-,0,,4,,,-,2,,,-,0,,1,,,-,,-,POINT (-74.27368565099965 40.1305700530005),,NEW JERSEY,
WISCONSIN,2014,12,,-,0,,6,,1,,1,,,-,10,,48,,4,,16,,,-,0,,5,,1,,1,,POINT (-89.81636715299965 44.3931903350005),,WISCONSIN,
CONNECTICUT,2014,12,,-,0,,0,,,-,,-,,-,1,,15,,,-,6,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT,
OHIO,2014,12,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-82.40425685299965 40.06021029700048),,OHIO,
UTAH,2014,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070374600047),,UTAH,
MISSISSIPPI,2014,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-89.53802764499966 32.74551123200047),,MISSISSIPPI,
NORTH DAKOTA,2014,12,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,POINT (-100.11842599699969 47.47531738700047),,NORTH DAKOTA,
ALASKA,2014,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,,
NEBRASKA,2014,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.64104043900045),,NEBRASKA,
KENTUCKY,2014,12,,-,1,,7,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645973909000475),,KENTUCKY,
KANSAS,2014,12,,-,1,,11,,,-,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.34774033400049),,KANSAS,
SOUTH DAKOTA,2014,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313342000046),,SOUTH DAKOTA,
ALABAMA,2014,12,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-86.63185803899967 32.84057327200048),,ALABAMA,
PENNSYLVANIA,2014,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-77.86069775999965 40.79373106100047),,PENNSYLVANIA,
NEVADA,2014,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.49324126500045),,NEVADA,
LOUISIANA,2014,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312662564000448),,LOUISIANA,
GUAM,2014,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.70297250000056 13.355173397000442),,GUAM,
MINNESOTA,2014,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA,
ALASKA,2014,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205669099972 64.84507923900048),,ALASKA,
NEW HAMPSHIRE,2014,12,,-,0,,1,,,-,1,,,-,1,,8,,,-,1,,,-,0,,1,,,-,,-,POINT (-71.50035726399966 43.6559537330005),,NEW HAMPSHIRE,
OKLAHOMA,2014,12,,-,0,,34,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472034350000456),,OKLAHOMA,
INDIANA,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,12,,,-,2,,POINT (-86.14995579899966 39.76691364600049),,INDIANA,
MAINE,2014,12,,-,0,,1,,,-,,-,,-,1,,8,,3,,,-,,-,0,,1,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,MAINE,
TENNESSEE,2014,12,,-,0,,9,,,-,1,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,POINT (-85.77448642199965 35.680943063000484),,TENNESSEE,
MICHIGAN,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,1,,POINT (-84.71438724399968 44.66131575600048),,MICHIGAN,
RHODE ISLAND,2014,12,,-,0,,9,,,-,,-,,-,0,,16,,1,,,-,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND,
COLORADO,2014,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360888799969 38.84384047000049),,COLORADO,
ARKANSAS,2014,12,,-,2,,17,,,-,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.748651751000466),,ARKANSAS,
WASHINGTON,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.522287905000496),,WASHINGTON,
ARIZONA,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-111.76380949799972 34.865973091000455),,ARIZONA,
MARYLAND,2014,12,,-,0,,5,,1,,,-,,-,0,,2,,3,,1,,,-,0,,1,,,-,,-,POINT (-76.60925970899967 39.2905806980005),,MARYLAND,
VIRGIN ISL.,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,VIRGIN ISL.,
MISSOURI,2014,12,,-,1,,39,,3,,,-,,-,0,,2,,2,,,-,,-,0,,2,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,MISSOURI,
WYOMING,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.23554147100049),,WYOMING,
NEW YORK CITY,2014,12,,-,0,,5,,,-,1,,,-,0,,4,,,-,2,,,-,0,,1,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY,
UNITED STATES,2014,13,6,,16,,102,,17,,24,,3,,30,,101,,28,,41,,,-,3,,21,,1,,4,,,,,
NEW ENGLAND,2014,13,,-,0,,9,,,-,1,,,-,6,,30,,6,,9,,,-,0,,1,,,-,,-,,,,
MID. ATLANTIC,2014,13,,-,2,,16,,1,,2,,2,,8,,30,,9,,6,,,-,0,,3,,,-,,-,,,,
E.N. CENTRAL,2014,13,,-,1,,9,,1,,2,,,-,10,,48,,5,,17,,,-,1,,17,,1,,4,,,,,
W.N. CENTRAL,2014,13,,-,2,,48,,3,,3,,,-,0,,4,,2,,,-,,-,0,,2,,,-,,-,,,,
S. ATLANTIC,2014,13,6,,3,,28,,11,,11,,1,,1,,5,,5,,7,,,-,0,,2,,,-,,-,,,,
E.S. CENTRAL,2014,13,,-,1,,14,,1,,2,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,,,,
W.S. CENTRAL,2014,13,,-,2,,38,,,-,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
PACIFIC,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
KENTUCKY,2014,13,,-,1,,7,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645973909000475),,KENTUCKY,
SOUTH CAROLINA,2014,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA,
C.N.M.I.,2014,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.,
FLORIDA,2014,13,1,,0,,3,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,FLORIDA,
NEVADA,2014,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,NEVADA,
ARKANSAS,2014,13,,-,2,,17,,,-,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.748651751000466),,ARKANSAS,
SOUTH DAKOTA,2014,13,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313342000046),,SOUTH DAKOTA,
NORTH CAROLINA,2014,13,,-,0,,12,,,-,2,,1,,0,,3,,1,,1,,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622388600048),,NORTH CAROLINA,
MARYLAND,2014,13,,-,0,,4,,1,,,-,,-,0,,2,,3,,1,,,-,0,,1,,,-,,-,POINT (-76.60925970899967 39.2905806980005),,MARYLAND,
NEW YORK CITY,2014,13,,-,0,,5,,,-,1,,,-,0,,4,,,-,2,,,-,0,,1,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY,
MICHIGAN,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,1,,POINT (-84.71438724399968 44.66131575600048),,MICHIGAN,
NEVADA,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.49324126500045),,NEVADA,
MASSACHUSETTS,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687306500047),,MASSACHUSETTS,
TEXAS,2014,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827243635000457),,TEXAS,
ALABAMA,2014,13,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-86.63185803899967 32.84057327200048),,ALABAMA,
WISCONSIN,2014,13,,-,0,,6,,1,,1,,,-,10,,48,,5,,16,,,-,0,,5,,1,,1,,POINT (-89.81636715299965 44.3931903350005),,WISCONSIN,
NEW HAMPSHIRE,2014,13,,-,0,,1,,,-,1,,,-,1,,8,,,-,1,,,-,0,,1,,,-,,-,POINT (-71.50035726399966 43.6559537330005),,NEW HAMPSHIRE,
MISSOURI,2014,13,,-,1,,39,,3,,,-,,-,0,,2,,2,,,-,,-,0,,2,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,MISSOURI,
CALIFORNIA,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-120.99999889499969 37.638640488000476),,CALIFORNIA,
COLORADO,2014,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360888799969 38.84384047000049),,COLORADO,
GEORGIA,2014,13,5,,0,,2,,7,,7,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968004200045),,GEORGIA,
WASHINGTON,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.522287905000496),,WASHINGTON,
KANSAS,2014,13,,-,1,,11,,,-,2,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.34774033400049),,KANSAS,
OKLAHOMA,2014,13,,-,0,,34,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472034350000456),,OKLAHOMA,
TENNESSEE,2014,13,,-,0,,9,,,-,1,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,POINT (-85.77448642199965 35.680943063000484),,TENNESSEE,
DIST. OF COL.,2014,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-99.11415045099966 39.52368635500045),,DIST. OF COL.,
MISSISSIPPI,2014,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-89.53802764499966 32.74551123200047),,MISSISSIPPI,
NEBRASKA,2014,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.64104043900045),,NEBRASKA,
MONTANA,2014,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.066526051000494),,MONTANA,
DELAWARE,2014,13,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,POINT (-75.57773943699965 39.00883351400046),,DELAWARE,
HAWAII,2014,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.30485166200043),,HAWAII,
IDAHO,2014,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-114.3637261449997 43.682630058000484),,IDAHO,
WEST VIRGINIA,2014,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,POINT (-80.71263935099967 38.665511497000466),,WEST VIRGINIA,
CONNECTICUT,2014,13,,-,0,,0,,,-,,-,,-,1,,15,,,-,8,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT,
NORTH DAKOTA,2014,13,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,POINT (-100.11842599699969 47.47531738700047),,NORTH DAKOTA,
ILLINOIS,2014,13,,-,0,,7,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS,
VERMONT,2014,13,,-,0,,1,,,-,,-,,-,0,,3,,2,,,-,,-,0,,0,,,-,,-,POINT (-72.51763944499965 43.62538292400046),,VERMONT,
NEW MEXICO,2014,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.24057768899968 34.52088247800049),,NEW MEXICO,
OHIO,2014,13,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-82.40425685299965 40.06021029700048),,OHIO,
NEW JERSEY,2014,13,,-,0,,1,,,-,,-,,-,0,,4,,,-,2,,,-,0,,1,,,-,,-,POINT (-74.27368565099965 40.1305700530005),,NEW JERSEY,
IOWA,2014,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648936699969 42.469404401000475),,IOWA,
LOUISIANA,2014,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312662564000448),,LOUISIANA,
NEW YORK,2014,13,,-,1,,16,,1,,1,,2,,7,,27,,9,,2,,,-,0,,3,,,-,,-,POINT (-75.54396639699968 42.82700023900048),,NEW YORK,
PENNSYLVANIA,2014,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-77.86069775999965 40.79373106100047),,PENNSYLVANIA,
ALASKA,2014,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205669099972 64.84507923900048),,ALASKA,
INDIANA,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,12,,,-,2,,POINT (-86.14995579899966 39.76691364600049),,INDIANA,
ARIZONA,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-111.76380949799972 34.865973091000455),,ARIZONA,
RHODE ISLAND,2014,13,,-,0,,9,,,-,,-,,-,0,,16,,1,,,-,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND,
WYOMING,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.23554147100049),,WYOMING,
OREGON,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.567446178000466),,OREGON,
VIRGINIA,2014,13,,-,1,,8,,,-,1,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA,
MAINE,2014,13,,-,0,,1,,,-,,-,,-,1,,8,,3,,,-,,-,0,,1,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,MAINE,
AMER. SAMOA,2014,13,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,POINT (-99.11415045099966 39.52368635500045),,AMER. SAMOA,
MINNESOTA,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA,
UTAH,2014,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070374600047),,UTAH,
UNITED STATES,2014,14,2,,16,,102,,19,,24,,5,,30,,101,,34,,43,,,-,3,,20,,1,,6,,,,,
