Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013, flag",Location 1,Location 1 (city),Location 1 (state),Location 2
MISSOURI,2014,50,,-,2,,29,,314,,350,,,-,0,,3,,22,,12,,,-,0,,3,,21,,11,,POINT (-92.56629944499997 38.63579147100006),,MISSOURI,
FLORIDA,2014,50,,-,0,,3,,30,,21,,,-,0,,2,,7,,2,,,-,0,,0,,,-,,-,POINT (-81.92895768899996 28.932042722000062),,FLORIDA,
TENNESSEE,2014,50,,-,0,,8,,82,,85,,,-,0,,1,,3,,5,,,-,0,,2,,10,,4,,POINT (-85.77448666899994 35.68094072700006),,TENNESSEE,
WASHINGTON,2014,50,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.47002813699999 47.52228790000004),,WASHINGTON,
LOUISIANA,2014,50,,-,0,,1,,3,,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-92.44567750499994 31.312663324000027),,LOUISIANA,
SOUTH DAKOTA,2014,50,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352915599996 44.35313004200003),,SOUTH DAKOTA,
ALASKA,2014,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205958799998 64.84507799500005),,ALASKA,
TEXAS,2014,50,,-,0,,2,,10,,7,,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,POINT (-99.42676785299994 31.827240467000024),,TEXAS,
IDAHO,2014,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-114.36372693399994 43.68263174800006),,IDAHO,
GUAM,2014,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.73149801400007 13.480998894000038),,GUAM,
GEORGIA,2014,50,,-,0,,5,,24,,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-83.62757885599996 32.839683200000024),,GEORGIA,
NEVADA,2014,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-117.07183885899997 39.49324221300003),,NEVADA,
CONNECTICUT,2014,50,,-,0,,0,,,-,,-,,-,0,,11,,62,,125,,,-,0,,0,,,-,,-,POINT (-72.64983977999998 41.56266070000004),,CONNECTICUT,
NEW YORK,2014,50,1,,1,,17,,106,,69,,9,,7,,36,,384,,423,,1,,0,,3,,8,,16,,POINT (-75.54396609999998 42.82700376100007),,NEW YORK,
COLORADO,2014,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360911499996 38.84384342200008),,COLORADO,
ARIZONA,2014,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,POINT (-111.76380664699997 34.86597351900008),,ARIZONA,
OREGON,2014,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-120.15502935599994 44.56745049300008),,OREGON,
MICHIGAN,2014,50,,-,0,,1,,4,,1,,,-,0,,1,,5,,4,,,-,0,,0,,,-,1,,POINT (-84.71438555599997 44.66132238800003),,MICHIGAN,
OHIO,2014,50,,-,0,,1,,4,,10,,,-,0,,1,,2,,4,,,-,0,,1,,1,,2,,POINT (-82.40425667899996 40.060212455000055),,OHIO,
IOWA,2014,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648725599996 42.469401411000035),,IOWA,
INDIANA,2014,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,38,,48,,POINT (-86.14995646699998 39.766913353000064),,INDIANA,
NEW JERSEY,2014,50,,-,1,,7,,51,,50,,,-,1,,6,,61,,80,,,-,0,,2,,3,,2,,POINT (-74.27368796999997 40.130570807000026),,NEW JERSEY,
PENNSYLVANIA,2014,50,,-,0,,1,,2,,10,,,-,0,,2,,,-,34,,,-,0,,1,,,-,16,,POINT (-77.86069690799997 40.79373362300004),,PENNSYLVANIA,
CALIFORNIA,2014,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,9,,POINT (-120.99999644699994 37.63864210000003),,CALIFORNIA,
SOUTH CAROLINA,2014,50,,-,0,,2,,8,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536596899999 33.99882216300006),,SOUTH CAROLINA,
HAWAII,2014,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774798099996 21.30485232600006),,HAWAII,
MARYLAND,2014,50,,-,0,,5,,43,,31,,,-,0,,2,,7,,5,,,-,0,,0,,,-,1,,POINT (-76.60925984299996 39.290582950000044),,MARYLAND,
MAINE,2014,50,,-,0,,1,,8,,3,,1,,3,,13,,178,,93,,,-,0,,2,,5,,2,,POINT (-68.98502586699993 45.25422910300006),,MAINE,
MISSISSIPPI,2014,50,,-,0,,1,,4,,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,1,,POINT (-89.53802722999995 32.745513440000025),,MISSISSIPPI,
VERMONT,2014,50,,-,0,,1,,1,,6,,,-,1,,6,,63,,41,,,-,0,,0,,,-,3,,POINT (-72.51763667599994 43.62538389600007),,VERMONT,
UTAH,2014,50,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.58712831499997 39.36070123200005),,UTAH,
KANSAS,2014,50,,-,0,,5,,44,,86,,,-,0,,1,,4,,7,,,-,0,,1,,3,,,-,POINT (-98.20077822999997 38.347742794000055),,KANSAS,
OKLAHOMA,2014,50,,-,0,,62,,58,,44,,,-,0,,8,,3,,2,,,-,0,,0,,,-,,-,POINT (-97.52106835299998 35.472030747000076),,OKLAHOMA,
RHODE ISLAND,2014,50,,-,0,,4,,14,,44,,,-,0,,11,,61,,62,,,-,0,,0,,,-,,-,POINT (-71.52246566099996 41.70828106100004),,RHODE ISLAND,
MONTANA,2014,50,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441587999997 47.06652795700006),,MONTANA,
NEW YORK CITY,2014,50,2,,0,,3,,18,,14,,2,,0,,5,,41,,23,,,-,0,,0,,,-,,-,POINT (-74.00596858999995 40.71426755700003),,NEW YORK CITY,
VIRGINIA,2014,50,,-,0,,9,,101,,111,,,-,0,,2,,15,,23,,,-,0,,1,,1,,2,,POINT (-78.45788932099998 37.542680705000066),,VIRGINIA,
NORTH CAROLINA,2014,50,1,,0,,23,,69,,66,,,-,0,,6,,10,,13,,,-,0,,0,,,-,,-,POINT (-79.15924997399998 35.466220159000045),,NORTH CAROLINA,
DELAWARE,2014,50,,-,0,,5,,22,,14,,,-,0,,1,,2,,,-,,-,0,,0,,,-,1,,POINT (-75.57773597599999 39.00883389200004),,DELAWARE,
NEW HAMPSHIRE,2014,50,,-,0,,1,,4,,7,,,-,1,,11,,86,,88,,,-,0,,0,,,-,2,,POINT (-71.50035697299995 43.65595283500005),,NEW HAMPSHIRE,
MASSACHUSETTS,2014,50,,-,0,,3,,18,,,-,,-,3,,40,,451,,,-,,-,0,,0,,,-,,-,POINT (-72.08268726299997 42.27687400000008),,MASSACHUSETTS,
NEW MEXICO,2014,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.24057817299996 34.52088149400004),,NEW MEXICO,
NEBRASKA,2014,50,,-,0,,2,,7,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,POINT (-99.36571888999998 41.64104362100005),,NEBRASKA,
NORTH DAKOTA,2014,50,,-,0,,1,,1,,,-,,-,0,,1,,5,,8,,,-,0,,0,,,-,3,,POINT (-100.11842789099995 47.475318609000055),,NORTH DAKOTA,
WEST VIRGINIA,2014,50,,-,0,,1,,3,,4,,,-,0,,1,,2,,3,,,-,0,,0,,,-,2,,POINT (-80.71263755899997 38.66551127300005),,WEST VIRGINIA,
ARKANSAS,2014,50,,-,4,,18,,211,,163,,,-,0,,3,,14,,7,,,-,0,,0,,,-,,-,POINT (-92.27448966799994 34.74865032200006),,ARKANSAS,
ALABAMA,2014,50,,-,0,,2,,10,,11,,,-,0,,1,,6,,3,,,-,0,,1,,2,,1,,POINT (-86.63185738799996 32.84057234800002),,ALABAMA,
PUERTO RICO,2014,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-66.49988980099994 18.24828934900006),,PUERTO RICO,
KENTUCKY,2014,50,,-,0,,6,,60,,66,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496771599994 37.64597313300004),,KENTUCKY,
WISCONSIN,2014,50,,-,0,,2,,4,,33,,,-,4,,46,,409,,685,,,-,0,,4,,35,,42,,POINT (-89.81636640199997 44.39319064600005),,WISCONSIN,
ILLINOIS,2014,50,,-,0,,5,,46,,44,,,-,0,,2,,16,,9,,,-,0,,1,,1,,,-,POINT (-88.99770922699997 40.48501223300008),,ILLINOIS,
MINNESOTA,2014,50,,-,0,,0,,,-,7,,,-,0,,1,,,-,629,,,-,0,,0,,,-,42,,POINT (-94.79419983199995 46.35564896600005),,MINNESOTA,
UNITED STATES,2014,51,1,,19,,101,,1381,,1409,,9,,25,,145,,1972,,2405,,,-,1,,12,,135,,213,,,,,
NEW ENGLAND,2014,51,,-,0,,6,,49,,62,,3,,8,,72,,939,,410,,,-,0,,2,,5,,7,,,,,
MID. ATLANTIC,2014,51,1,,2,,20,,179,,149,,6,,8,,42,,493,,567,,,-,0,,3,,12,,34,,,,,
E.N. CENTRAL,2014,51,,-,1,,5,,58,,89,,,-,5,,48,,433,,703,,,-,1,,7,,75,,93,,,,,
W.N. CENTRAL,2014,51,,-,3,,34,,367,,451,,,-,0,,3,,33,,658,,,-,0,,3,,24,,56,,,,,
S. ATLANTIC,2014,51,,-,3,,24,,290,,274,,,-,0,,6,,43,,46,,,-,0,,1,,1,,6,,,,,
DIST. OF COL.,2014,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,DIST. OF COL.,
E.S. CENTRAL,2014,51,,-,1,,13,,156,,165,,,-,0,,2,,10,,9,,,-,0,,2,,12,,6,,,,,
W.S. CENTRAL,2014,51,,-,4,,63,,282,,217,,,-,0,,8,,21,,10,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,51,,-,0,,0,,,-,2,,,-,0,,0,,,-,1,,,-,0,,1,,1,,2,,,,,
PACIFIC,2014,51,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,1,,5,,9,,,,,
AMER. SAMOA,2014,51,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,,AMER. SAMOA,
C.N.M.I.,2014,51,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
VIRGIN ISL.,2014,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
MONTANA,2014,51,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441587999997 47.06652795700006),,MONTANA,
ALABAMA,2014,51,,-,0,,2,,10,,11,,,-,0,,1,,6,,3,,,-,0,,1,,2,,1,,POINT (-86.63185738799996 32.84057234800002),,ALABAMA,
ALASKA,2014,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205958799998 64.84507799500005),,ALASKA,
NEVADA,2014,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-117.07183885899997 39.49324221300003),,NEVADA,
MARYLAND,2014,51,,-,0,,5,,43,,31,,,-,0,,2,,7,,5,,,-,0,,0,,,-,1,,POINT (-76.60925984299996 39.290582950000044),,MARYLAND,
NEW JERSEY,2014,51,,-,0,,7,,52,,50,,,-,1,,6,,62,,80,,,-,0,,2,,4,,2,,POINT (-74.27368796999997 40.130570807000026),,NEW JERSEY,
MINNESOTA,2014,51,,-,0,,0,,,-,7,,,-,0,,1,,,-,629,,,-,0,,0,,,-,42,,POINT (-94.79419983199995 46.35564896600005),,MINNESOTA,
ARIZONA,2014,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,POINT (-111.76380664699997 34.86597351900008),,ARIZONA,
PUERTO RICO,2014,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-66.49988980099994 18.24828934900006),,PUERTO RICO,
SOUTH DAKOTA,2014,51,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352915599996 44.35313004200003),,SOUTH DAKOTA,
GUAM,2014,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.73149801400007 13.480998894000038),,GUAM,
WYOMING,2014,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982701399996 43.23554100600006),,WYOMING,
HAWAII,2014,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774798099996 21.30485232600006),,HAWAII,
OHIO,2014,51,,-,0,,1,,4,,10,,,-,0,,1,,2,,4,,,-,0,,1,,1,,2,,POINT (-82.40425667899996 40.060212455000055),,OHIO,
PENNSYLVANIA,2014,51,,-,0,,1,,2,,10,,,-,0,,0,,,-,34,,,-,0,,1,,,-,16,,POINT (-77.86069690799997 40.79373362300004),,PENNSYLVANIA,
VERMONT,2014,51,,-,0,,1,,1,,6,,1,,1,,6,,65,,41,,,-,0,,0,,,-,3,,POINT (-72.51763667599994 43.62538389600007),,VERMONT,
MISSISSIPPI,2014,51,,-,0,,1,,4,,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,1,,POINT (-89.53802722999995 32.745513440000025),,MISSISSIPPI,
IOWA,2014,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648725599996 42.469401411000035),,IOWA,
MASSACHUSETTS,2014,51,,-,0,,3,,19,,,-,,-,3,,40,,468,,,-,,-,0,,0,,,-,,-,POINT (-72.08268726299997 42.27687400000008),,MASSACHUSETTS,
CONNECTICUT,2014,51,,-,0,,0,,,-,,-,,-,0,,11,,62,,125,,,-,0,,0,,,-,,-,POINT (-72.64983977999998 41.56266070000004),,CONNECTICUT,
MISSOURI,2014,51,,-,2,,29,,314,,351,,,-,0,,3,,22,,12,,,-,0,,3,,21,,11,,POINT (-92.56629944499997 38.63579147100006),,MISSOURI,
DELAWARE,2014,51,,-,0,,5,,22,,14,,,-,0,,1,,2,,,-,,-,0,,0,,,-,1,,POINT (-75.57773597599999 39.00883389200004),,DELAWARE,
UTAH,2014,51,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.58712831499997 39.36070123200005),,UTAH,
MAINE,2014,51,,-,0,,1,,8,,3,,2,,3,,13,,183,,94,,,-,0,,2,,5,,2,,POINT (-68.98502586699993 45.25422910300006),,MAINE,
MICHIGAN,2014,51,,-,0,,1,,4,,1,,,-,0,,2,,6,,4,,,-,0,,0,,,-,1,,POINT (-84.71438555599997 44.66132238800003),,MICHIGAN,
OKLAHOMA,2014,51,,-,0,,62,,58,,44,,,-,0,,8,,3,,2,,,-,0,,0,,,-,,-,POINT (-97.52106835299998 35.472030747000076),,OKLAHOMA,
ILLINOIS,2014,51,,-,0,,5,,46,,44,,,-,0,,2,,16,,9,,,-,0,,1,,1,,,-,POINT (-88.99770922699997 40.48501223300008),,ILLINOIS,
NORTH DAKOTA,2014,51,,-,0,,1,,1,,,-,,-,0,,1,,6,,8,,,-,0,,0,,,-,3,,POINT (-100.11842789099995 47.475318609000055),,NORTH DAKOTA,
WISCONSIN,2014,51,,-,0,,2,,4,,34,,,-,4,,46,,409,,686,,,-,0,,4,,35,,42,,POINT (-89.81636640199997 44.39319064600005),,WISCONSIN,
WEST VIRGINIA,2014,51,,-,0,,1,,3,,4,,,-,0,,1,,2,,3,,,-,0,,0,,,-,2,,POINT (-80.71263755899997 38.66551127300005),,WEST VIRGINIA,
IDAHO,2014,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-114.36372693399994 43.68263174800006),,IDAHO,
OREGON,2014,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-120.15502935599994 44.56745049300008),,OREGON,
TENNESSEE,2014,51,,-,0,,8,,82,,85,,,-,0,,1,,3,,5,,,-,0,,2,,10,,4,,POINT (-85.77448666899994 35.68094072700006),,TENNESSEE,
ARKANSAS,2014,51,,-,4,,18,,211,,164,,,-,0,,3,,14,,7,,,-,0,,0,,,-,,-,POINT (-92.27448966799994 34.74865032200006),,ARKANSAS,
WASHINGTON,2014,51,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.47002813699999 47.52228790000004),,WASHINGTON,
FLORIDA,2014,51,,-,0,,3,,30,,21,,,-,0,,2,,7,,2,,,-,0,,0,,,-,,-,POINT (-81.92895768899996 28.932042722000062),,FLORIDA,
NEW HAMPSHIRE,2014,51,,-,0,,1,,4,,7,,,-,1,,11,,87,,88,,,-,0,,0,,,-,2,,POINT (-71.50035697299995 43.65595283500005),,NEW HAMPSHIRE,
C.N.M.I.,2014,53,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
NEW MEXICO,2014,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.24057817299996 34.52088149400004),,NEW MEXICO,
NORTH CAROLINA,2014,51,,-,0,,23,,69,,66,,,-,0,,6,,10,,13,,,-,0,,0,,,-,,-,POINT (-79.15924997399998 35.466220159000045),,NORTH CAROLINA,
TEXAS,2014,51,,-,0,,2,,10,,7,,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,POINT (-99.42676785299994 31.827240467000024),,TEXAS,
RHODE ISLAND,2014,51,,-,0,,4,,17,,46,,,-,0,,11,,74,,62,,,-,0,,0,,,-,,-,POINT (-71.52246566099996 41.70828106100004),,RHODE ISLAND,
COLORADO,2014,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360911499996 38.84384342200008),,COLORADO,
KANSAS,2014,51,,-,0,,5,,45,,86,,,-,0,,1,,4,,7,,,-,0,,1,,3,,,-,POINT (-98.20077822999997 38.347742794000055),,KANSAS,
LOUISIANA,2014,51,,-,0,,1,,3,,2,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-92.44567750499994 31.312663324000027),,LOUISIANA,
SOUTH CAROLINA,2014,51,,-,0,,2,,8,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536596899999 33.99882216300006),,SOUTH CAROLINA,
INDIANA,2014,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,38,,48,,POINT (-86.14995646699998 39.766913353000064),,INDIANA,
GEORGIA,2014,51,,-,0,,2,,11,,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-83.62757885599996 32.839683200000024),,GEORGIA,
NEW YORK,2014,51,1,,1,,17,,107,,75,,6,,7,,36,,390,,430,,,-,0,,3,,8,,16,,POINT (-75.54396609999998 42.82700376100007),,NEW YORK,
VIRGINIA,2014,51,,-,0,,9,,104,,111,,,-,0,,2,,15,,23,,,-,0,,1,,1,,2,,POINT (-78.45788932099998 37.542680705000066),,VIRGINIA,
KENTUCKY,2014,51,,-,0,,6,,60,,66,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496771599994 37.64597313300004),,KENTUCKY,
NEBRASKA,2014,51,,-,0,,2,,7,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,POINT (-99.36571888999998 41.64104362100005),,NEBRASKA,
NEW YORK CITY,2014,51,,-,0,,3,,18,,14,,,-,0,,5,,41,,23,,,-,0,,0,,,-,,-,POINT (-74.00596858999995 40.71426755700003),,NEW YORK CITY,
CALIFORNIA,2014,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,5,,9,,POINT (-120.99999644699994 37.63864210000003),,CALIFORNIA,
UNITED STATES,2014,52,1,,19,,101,,1396,,1509,,9,,27,,145,,1990,,2451,,,-,1,,12,,135,,217,,,,,
NEW ENGLAND,2014,52,,-,0,,6,,49,,65,,1,,9,,72,,944,,417,,,-,0,,2,,5,,7,,,,,
MID. ATLANTIC,2014,52,,-,2,,20,,179,,166,,8,,8,,42,,504,,591,,,-,0,,3,,12,,37,,,,,
E.N. CENTRAL,2014,52,,-,0,,5,,59,,89,,,-,5,,48,,433,,705,,,-,1,,7,,75,,93,,,,,
W.N. CENTRAL,2014,52,,-,4,,34,,377,,453,,,-,0,,3,,35,,659,,,-,0,,3,,24,,56,,,,,
S. ATLANTIC,2014,52,,-,4,,24,,293,,288,,,-,0,,6,,43,,48,,,-,0,,1,,1,,7,,,,,
DIST. OF COL.,2014,52,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,DIST. OF COL.,
E.S. CENTRAL,2014,52,1,,1,,13,,157,,166,,,-,0,,2,,10,,9,,,-,0,,2,,12,,6,,,,,
W.S. CENTRAL,2014,52,,-,4,,63,,282,,280,,,-,0,,8,,21,,18,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,52,,-,0,,0,,,-,2,,,-,0,,0,,,-,1,,,-,0,,1,,1,,2,,,,,
PACIFIC,2014,52,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,,-,0,,1,,5,,9,,,,,
AMER. SAMOA,2014,52,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,,AMER. SAMOA,
C.N.M.I.,2014,52,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
VIRGIN ISL.,2014,52,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
ARKANSAS,2014,52,,-,4,,18,,211,,164,,,-,0,,3,,14,,7,,,-,0,,0,,,-,,-,POINT (-92.27448966799994 34.74865032200006),,ARKANSAS,
NEW YORK,2014,52,,-,1,,17,,107,,92,,8,,7,,36,,399,,454,,,-,0,,3,,8,,18,,POINT (-75.54396609999998 42.82700376100007),,NEW YORK,
PUERTO RICO,2014,52,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-66.49988980099994 18.24828934900006),,PUERTO RICO,
WISCONSIN,2014,52,,-,0,,2,,4,,34,,,-,4,,46,,409,,688,,,-,0,,4,,35,,42,,POINT (-89.81636640199997 44.39319064600005),,WISCONSIN,
IOWA,2014,52,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648725599996 42.469401411000035),,IOWA,
LOUISIANA,2014,52,,-,0,,1,,3,,2,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-92.44567750499994 31.312663324000027),,LOUISIANA,
ARIZONA,2014,52,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,POINT (-111.76380664699997 34.86597351900008),,ARIZONA,
NORTH DAKOTA,2014,52,,-,0,,1,,1,,,-,,-,0,,1,,6,,8,,,-,0,,0,,,-,3,,POINT (-100.11842789099995 47.475318609000055),,NORTH DAKOTA,
VIRGINIA,2014,52,,-,0,,9,,106,,113,,,-,0,,2,,15,,23,,,-,0,,1,,1,,3,,POINT (-78.45788932099998 37.542680705000066),,VIRGINIA,
OREGON,2014,52,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-120.15502935599994 44.56745049300008),,OREGON,
OKLAHOMA,2014,52,,-,0,,62,,58,,106,,,-,0,,8,,3,,10,,,-,0,,0,,,-,,-,POINT (-97.52106835299998 35.472030747000076),,OKLAHOMA,
NEBRASKA,2014,52,,-,0,,2,,7,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,POINT (-99.36571888999998 41.64104362100005),,NEBRASKA,
OHIO,2014,52,,-,0,,1,,4,,10,,,-,0,,1,,2,,4,,,-,0,,1,,1,,2,,POINT (-82.40425667899996 40.060212455000055),,OHIO,
MONTANA,2014,52,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441587999997 47.06652795700006),,MONTANA,
GUAM,2014,52,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.73149801400007 13.480998894000038),,GUAM,
NORTH CAROLINA,2014,52,,-,0,,23,,69,,78,,,-,0,,6,,10,,15,,,-,0,,0,,,-,,-,POINT (-79.15924997399998 35.466220159000045),,NORTH CAROLINA,
