Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2020†","Cryptosporidiosis, Cum 2020†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2020†","Cyclosporiasis, Cum 2020†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column,Counties,States
LOUISIANA,2020,39,2,,18,,61,,245,,,-,16,,31,,95,,LOUISIANA,,20203945,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,39,1,,6,,57,,120,,,N,,NC,,N,,N,OKLAHOMA,,20203946,POINT (-97.508297 35.583449),712,20
TEXAS,2020,39,,-,195,,186,,632,,3,,57,,263,,899,,TEXAS,,20203947,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,39,3,,34,,356,,743,,,-,9,,54,,106,,,MOUNTAIN,20203948,,,
ARIZONA,2020,39,2,,6,,61,,106,,,-,2,,3,,16,,ARIZONA,,20203949,POINT (-111.664616 34.293239),987,7
COLORADO,2020,39,,-,9,,108,,204,,,-,6,,35,,51,,COLORADO,,20203950,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,39,,-,10,,9,,101,,,N,,NC,,N,,N,IDAHO,,20203951,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,39,,-,4,,39,,54,,,-,1,,1,,2,,MONTANA,,20203952,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,39,,-,8,,10,,44,,,N,,NC,,N,,N,NEVADA,,20203953,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,39,,-,7,,27,,58,,,-,1,,4,,16,,NEW MEXICO,,20203954,POINT (-106.108388 34.421369),616,11
UTAH,2020,39,1,,9,,94,,157,,,-,3,,10,,18,,UTAH,,20203955,POINT (-111.678222 39.323779),900,13
WYOMING,2020,39,,-,2,,8,,19,,,-,1,,1,,3,,WYOMING,,20203956,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,39,4,,247,,360,,686,,,-,17,,7,,52,,,PACIFIC,20203957,,,
ALASKA,2020,39,,-,2,,5,,9,,,-,0,,,-,,-,ALASKA,,20203958,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,39,,-,23,,186,,455,,,-,2,,7,,47,,CALIFORNIA,,20203959,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,39,,-,1,,2,,6,,,-,0,,,-,,-,HAWAII,,20203960,POINT (-157.854309 21.361013),1657,4
OREGON,2020,39,,-,6,,65,,204,,,-,0,,,-,5,,OREGON,,20203961,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,39,4,,232,,102,,12,,,-,17,,,-,,-,WASHINGTON,,20203962,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203963,,,
AMERICAN SAMOA,2020,39,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20203964,,,
NORTHERN MARIANA ISLANDS,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203965,POINT (145.725693 15.1834),,
GUAM,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203966,POINT (144.653198 13.3532),,
PUERTO RICO,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20203967,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203968,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,39,,-,0,,,-,3,,,-,0,,,-,,-,,NON-US RESIDENTS,20203969,,,
TOTAL,2020,39,44,,590,,4318,,10020,,9,,233,,1609,,4456,,,TOTAL,20203970,,,
US RESIDENTS,2020,40,40,,590,,4456,,10371,,5,,234,,1683,,4522,,,US RESIDENTS,20204001,,,
NEW ENGLAND,2020,40,3,,20,,262,,443,,1,,5,,37,,355,,,NEW ENGLAND,20204002,,,
CONNECTICUT,2020,40,,-,5,,26,,64,,,-,2,,7,,103,,CONNECTICUT,,20204003,POINT (-72.738288 41.575155),1043,24
MAINE,2020,40,,-,4,,41,,60,,,-,0,,,-,,-,MAINE,,20204004,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,40,2,,6,,92,,189,,,-,4,,23,,207,,MASSACHUSETTS,,20204005,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,40,,-,3,,31,,57,,,-,2,,3,,9,,NEW HAMPSHIRE,,20204006,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,40,1,,3,,20,,49,,1,,1,,4,,30,,RHODE ISLAND,,20204007,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,40,,-,11,,52,,24,,,-,0,,,-,6,,VERMONT,,20204008,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,40,6,,57,,711,,1295,,,-,34,,238,,749,,,MIDDLE ATLANTIC,20204009,,,
NEW JERSEY,2020,40,,-,12,,63,,234,,,-,19,,65,,260,,NEW JERSEY,,20204010,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,40,6,,31,,324,,366,,,-,10,,58,,300,,NEW YORK,,20204011,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,40,,-,19,,109,,289,,,-,17,,115,,189,,,NEW YORK CITY,20204012,,,
PENNSYLVANIA,2020,40,,-,18,,215,,406,,,N,,NC,,N,,N,PENNSYLVANIA,,20204013,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,40,6,,63,,791,,2091,,,-,105,,424,,566,,,EAST NORTH CENTRAL,20204014,,,
ILLINOIS,2020,40,,-,12,,120,,351,,,-,90,,290,,163,,ILLINOIS,,20204015,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,40,,-,10,,10,,249,,,-,1,,,-,29,,INDIANA,,20204016,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,40,,-,13,,38,,331,,,-,1,,,-,125,,MICHIGAN,,20204017,POINT (-85.730977 44.874798),1262,50
OHIO,2020,40,3,,21,,273,,539,,,-,14,,61,,141,,OHIO,,20204018,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,40,3,,22,,350,,621,,,-,17,,73,,108,,WISCONSIN,,20204019,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,40,5,,51,,565,,1613,,,-,115,,408,,381,,,WEST NORTH CENTRAL,20204020,,,
IOWA,2020,40,2,,17,,271,,466,,,-,103,,256,,120,,IOWA,,20204021,POINT (-93.500061 42.074659),299,16
KANSAS,2020,40,1,,9,,42,,105,,,-,6,,33,,23,,KANSAS,,20204022,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,40,,-,18,,,-,399,,,-,1,,,-,135,,MINNESOTA,,20204023,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,40,,-,23,,92,,295,,,-,15,,31,,58,,MISSOURI,,20204024,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,40,2,,7,,96,,167,,,-,30,,88,,35,,NEBRASKA,,20204025,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,40,,-,2,,19,,31,,,N,,NC,,N,,N,NORTH DAKOTA,,20204026,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,40,,-,5,,45,,150,,,-,0,,,-,10,,SOUTH DAKOTA,,20204027,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,40,8,,81,,767,,1611,,,-,22,,170,,1160,,,SOUTH ATLANTIC,20204028,,,
DELAWARE,2020,40,,-,3,,10,,30,,,-,1,,1,,5,,DELAWARE,,20204029,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,40,,-,2,,7,,18,,,-,0,,,-,37,,DISTRICT OF COLUMBIA,,20204030,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,40,,-,20,,167,,506,,,-,6,,25,,530,,FLORIDA,,20204031,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,40,4,,14,,204,,296,,,-,18,,94,,74,,GEORGIA,,20204032,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,40,2,,6,,50,,81,,,-,3,,12,,216,,MARYLAND,,20204033,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,40,,-,9,,102,,217,,,-,1,,,-,76,,NORTH CAROLINA,,20204034,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,40,,-,7,,68,,79,,,-,3,,12,,22,,SOUTH CAROLINA,,20204035,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,40,2,,51,,138,,327,,,-,12,,25,,196,,VIRGINIA,,20204036,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,40,,-,5,,21,,57,,,-,1,,1,,4,,WEST VIRGINIA,,20204037,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,40,,-,32,,239,,679,,,-,7,,32,,64,,,EAST SOUTH CENTRAL,20204038,,,
ALABAMA,2020,40,,-,9,,38,,171,,,N,,NC,,N,,N,ALABAMA,,20204039,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,40,,-,14,,83,,259,,,-,4,,13,,,-,KENTUCKY,,20204040,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,40,,-,6,,16,,63,,,N,,NC,,N,,N,MISSISSIPPI,,20204041,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,40,,-,10,,102,,186,,,-,3,,19,,64,,TENNESSEE,,20204042,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,40,5,,203,,385,,1162,,4,,59,,312,,1087,,,WEST SOUTH CENTRAL,20204043,,,
ARKANSAS,2020,40,,-,9,,48,,111,,,-,2,,5,,34,,ARKANSAS,,20204044,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,40,2,,18,,63,,263,,,-,16,,32,,97,,LOUISIANA,,20204045,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,40,,-,6,,57,,123,,,N,,NC,,N,,N,OKLAHOMA,,20204046,POINT (-97.508297 35.583449),712,20
TEXAS,2020,40,3,,195,,217,,665,,4,,57,,275,,956,,TEXAS,,20204047,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,40,3,,34,,362,,772,,,-,9,,54,,108,,,MOUNTAIN,20204048,,,
ARIZONA,2020,40,,-,6,,61,,112,,,-,2,,3,,17,,ARIZONA,,20204049,POINT (-111.664616 34.293239),987,7
COLORADO,2020,40,,-,9,,108,,211,,,-,6,,35,,51,,COLORADO,,20204050,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,40,,-,10,,9,,105,,,N,,NC,,N,,N,IDAHO,,20204051,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,40,,-,4,,39,,55,,,-,1,,1,,2,,MONTANA,,20204052,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,40,,-,3,,10,,45,,,N,,NC,,N,,N,NEVADA,,20204053,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,40,,-,7,,27,,65,,,-,1,,4,,16,,NEW MEXICO,,20204054,POINT (-106.108388 34.421369),616,11
UTAH,2020,40,3,,9,,100,,160,,,-,3,,10,,19,,UTAH,,20204055,POINT (-111.678222 39.323779),900,13
WYOMING,2020,40,,-,2,,8,,19,,,-,1,,1,,3,,WYOMING,,20204056,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,40,4,,247,,374,,705,,,-,17,,8,,52,,,PACIFIC,20204057,,,
ALASKA,2020,40,,-,2,,6,,9,,,-,0,,,-,,-,ALASKA,,20204058,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,40,1,,23,,190,,469,,,-,2,,8,,47,,CALIFORNIA,,20204059,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,40,,-,1,,2,,6,,,-,0,,,-,,-,HAWAII,,20204060,POINT (-157.854309 21.361013),1657,4
OREGON,2020,40,2,,6,,71,,209,,,-,0,,,-,5,,OREGON,,20204061,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,40,1,,232,,105,,12,,,-,17,,,-,,-,WASHINGTON,,20204062,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204063,,,
AMERICAN SAMOA,2020,40,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20204064,,,
NORTHERN MARIANA ISLANDS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204065,POINT (145.725693 15.1834),,
GUAM,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204066,POINT (144.653198 13.3532),,
PUERTO RICO,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20204067,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204068,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,40,,-,0,,,-,3,,,-,0,,,-,,-,,NON-US RESIDENTS,20204069,,,
TOTAL,2020,40,40,,590,,4456,,10374,,5,,234,,1683,,4522,,,TOTAL,20204070,,,
US RESIDENTS,2020,41,38,,591,,4557,,10709,,14,,235,,1752,,4547,,,US RESIDENTS,20204101,,,
NEW ENGLAND,2020,41,1,,20,,267,,452,,,-,5,,37,,355,,,NEW ENGLAND,20204102,,,
CONNECTICUT,2020,41,,-,5,,26,,64,,,-,2,,7,,103,,CONNECTICUT,,20204103,POINT (-72.738288 41.575155),1043,24
MAINE,2020,41,,-,4,,42,,61,,,-,0,,,-,,-,MAINE,,20204104,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,41,1,,6,,93,,195,,,-,4,,23,,207,,MASSACHUSETTS,,20204105,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,41,,-,3,,32,,58,,,-,2,,3,,9,,NEW HAMPSHIRE,,20204106,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,41,,-,3,,20,,50,,,-,1,,4,,30,,RHODE ISLAND,,20204107,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,41,,-,11,,54,,24,,,-,0,,,-,6,,VERMONT,,20204108,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,41,5,,57,,720,,1352,,1,,34,,240,,753,,,MIDDLE ATLANTIC,20204109,,,
NEW JERSEY,2020,41,,-,10,,63,,243,,,-,19,,65,,261,,NEW JERSEY,,20204110,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,41,2,,31,,326,,383,,1,,10,,59,,302,,NEW YORK,,20204111,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,41,1,,19,,111,,302,,,-,17,,116,,190,,,NEW YORK CITY,20204112,,,
PENNSYLVANIA,2020,41,2,,18,,220,,424,,,N,,NC,,N,,N,PENNSYLVANIA,,20204113,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,41,13,,58,,815,,2149,,,-,105,,424,,567,,,EAST NORTH CENTRAL,20204114,,,
ILLINOIS,2020,41,,-,12,,120,,357,,,-,90,,290,,163,,ILLINOIS,,20204115,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,41,,-,10,,10,,259,,,-,1,,,-,30,,INDIANA,,20204116,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,41,,-,11,,38,,342,,,-,1,,,-,125,,MICHIGAN,,20204117,POINT (-85.730977 44.874798),1262,50
OHIO,2020,41,12,,21,,285,,554,,,-,14,,61,,141,,OHIO,,20204118,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,41,1,,23,,362,,637,,,-,17,,73,,108,,WISCONSIN,,20204119,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,41,3,,51,,578,,1664,,,-,115,,410,,381,,,WEST NORTH CENTRAL,20204120,,,
IOWA,2020,41,,-,17,,281,,477,,,-,103,,258,,120,,IOWA,,20204121,POINT (-93.500061 42.074659),299,16
KANSAS,2020,41,,-,9,,42,,112,,,-,6,,33,,23,,KANSAS,,20204122,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,41,,-,18,,,-,417,,,-,1,,,-,135,,MINNESOTA,,20204123,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,41,,-,23,,92,,305,,,-,15,,31,,58,,MISSOURI,,20204124,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,41,3,,7,,99,,170,,,-,30,,88,,35,,NEBRASKA,,20204125,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,41,,-,2,,19,,31,,,N,,NC,,N,,N,NORTH DAKOTA,,20204126,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,41,,-,5,,45,,152,,,-,0,,,-,10,,SOUTH DAKOTA,,20204127,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,41,8,,81,,792,,1665,,,-,23,,172,,1162,,,SOUTH ATLANTIC,20204128,,,
DELAWARE,2020,41,1,,3,,11,,33,,,-,1,,1,,5,,DELAWARE,,20204129,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,41,,-,2,,8,,19,,,-,0,,,-,37,,DISTRICT OF COLUMBIA,,20204130,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,41,,-,20,,178,,510,,,-,6,,25,,531,,FLORIDA,,20204131,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,41,3,,14,,212,,309,,,-,18,,95,,75,,GEORGIA,,20204132,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,41,2,,6,,52,,84,,,-,3,,12,,216,,MARYLAND,,20204133,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,41,,-,9,,102,,225,,,-,0,,,-,76,,NORTH CAROLINA,,20204134,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,41,1,,7,,69,,86,,,-,3,,12,,22,,SOUTH CAROLINA,,20204135,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,41,1,,51,,139,,339,,,-,12,,26,,196,,VIRGINIA,,20204136,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,41,,-,5,,21,,60,,,-,1,,1,,4,,WEST VIRGINIA,,20204137,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,41,,-,32,,247,,713,,,-,14,,51,,64,,,EAST SOUTH CENTRAL,20204138,,,
ALABAMA,2020,41,,-,8,,42,,178,,,N,,NC,,N,,N,ALABAMA,,20204139,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,41,,-,14,,84,,275,,,-,4,,13,,,-,KENTUCKY,,20204140,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,41,,-,6,,16,,69,,,N,,NC,,N,,N,MISSISSIPPI,,20204141,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,41,,-,10,,105,,191,,,-,10,,38,,64,,TENNESSEE,,20204142,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,41,4,,204,,390,,1209,,13,,47,,356,,1105,,,WEST SOUTH CENTRAL,20204143,,,
ARKANSAS,2020,41,,-,9,,49,,113,,,-,2,,5,,34,,ARKANSAS,,20204144,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,41,1,,15,,64,,278,,1,,16,,34,,97,,LOUISIANA,,20204145,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,41,3,,6,,60,,125,,,N,,NC,,N,,N,OKLAHOMA,,20204146,POINT (-97.508297 35.583449),712,20
TEXAS,2020,41,,-,196,,217,,693,,12,,41,,317,,974,,TEXAS,,20204147,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,41,2,,34,,366,,797,,,-,9,,54,,108,,,MOUNTAIN,20204148,,,
ARIZONA,2020,41,1,,6,,62,,115,,,-,2,,3,,17,,ARIZONA,,20204149,POINT (-111.664616 34.293239),987,7
COLORADO,2020,41,,-,9,,108,,215,,,-,6,,35,,51,,COLORADO,,20204150,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,41,,-,10,,9,,108,,,N,,NC,,N,,N,IDAHO,,20204151,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,41,,-,4,,39,,56,,,-,1,,1,,2,,MONTANA,,20204152,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,41,,-,3,,10,,45,,,N,,NC,,N,,N,NEVADA,,20204153,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,41,,-,5,,29,,70,,,-,1,,4,,16,,NEW MEXICO,,20204154,POINT (-106.108388 34.421369),616,11
UTAH,2020,41,1,,9,,101,,169,,,-,3,,10,,19,,UTAH,,20204155,POINT (-111.678222 39.323779),900,13
WYOMING,2020,41,,-,2,,8,,19,,,-,1,,1,,3,,WYOMING,,20204156,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,41,2,,247,,382,,708,,,-,17,,8,,52,,,PACIFIC,20204157,,,
ALASKA,2020,41,,-,2,,6,,9,,,-,0,,,-,,-,ALASKA,,20204158,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,41,,-,23,,193,,477,,,-,2,,8,,47,,CALIFORNIA,,20204159,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,41,,-,1,,2,,7,,,-,0,,,-,,-,HAWAII,,20204160,POINT (-157.854309 21.361013),1657,4
OREGON,2020,41,2,,6,,75,,215,,,-,0,,,-,5,,OREGON,,20204161,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,41,,-,232,,106,,,-,,-,17,,,-,,-,WASHINGTON,,20204162,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204163,,,
AMERICAN SAMOA,2020,41,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20204164,,,
NORTHERN MARIANA ISLANDS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204165,POINT (145.725693 15.1834),,
GUAM,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204166,POINT (144.653198 13.3532),,
PUERTO RICO,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20204167,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204168,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,41,,-,0,,,-,3,,,-,0,,,-,,-,,NON-US RESIDENTS,20204169,,,
TOTAL,2020,41,38,,591,,4557,,10712,,14,,235,,1752,,4547,,,TOTAL,20204170,,,
US RESIDENTS,2020,42,30,,589,,4647,,11035,,12,,235,,1836,,4565,,,US RESIDENTS,20204201,,,
NEW ENGLAND,2020,42,2,,20,,275,,457,,,-,5,,37,,355,,,NEW ENGLAND,20204202,,,
CONNECTICUT,2020,42,,-,5,,26,,64,,,-,2,,7,,103,,CONNECTICUT,,20204203,POINT (-72.738288 41.575155),1043,24
MAINE,2020,42,2,,4,,46,,62,,,-,0,,,-,,-,MAINE,,20204204,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,42,,-,6,,96,,197,,,-,4,,23,,207,,MASSACHUSETTS,,20204205,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,42,,-,3,,32,,59,,,-,2,,3,,9,,NEW HAMPSHIRE,,20204206,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,42,,-,3,,20,,50,,,-,1,,4,,30,,RHODE ISLAND,,20204207,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,42,,-,11,,55,,25,,,-,0,,,-,6,,VERMONT,,20204208,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,42,2,,45,,730,,1380,,,-,34,,239,,755,,,MIDDLE ATLANTIC,20204209,,,
NEW JERSEY,2020,42,,-,10,,63,,246,,,-,19,,65,,263,,NEW JERSEY,,20204210,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,42,2,,31,,329,,392,,,-,10,,59,,302,,NEW YORK,,20204211,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,42,,-,19,,113,,314,,,-,17,,115,,190,,,NEW YORK CITY,20204212,,,
PENNSYLVANIA,2020,42,,-,15,,225,,428,,,N,,NC,,N,,N,PENNSYLVANIA,,20204213,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,42,5,,50,,830,,2194,,,-,105,,425,,568,,,EAST NORTH CENTRAL,20204214,,,
ILLINOIS,2020,42,,-,12,,130,,362,,,-,90,,291,,163,,ILLINOIS,,20204215,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,42,,-,10,,10,,264,,,-,1,,,-,30,,INDIANA,,20204216,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,42,,-,9,,38,,348,,,-,1,,,-,126,,MICHIGAN,,20204217,POINT (-85.730977 44.874798),1262,50
OHIO,2020,42,2,,21,,287,,570,,,-,14,,61,,141,,OHIO,,20204218,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,42,3,,23,,365,,650,,,-,17,,73,,108,,WISCONSIN,,20204219,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,42,2,,47,,582,,1697,,,-,115,,410,,383,,,WEST NORTH CENTRAL,20204220,,,
IOWA,2020,42,,-,17,,283,,485,,,-,103,,258,,120,,IOWA,,20204221,POINT (-93.500061 42.074659),299,16
KANSAS,2020,42,,-,9,,42,,113,,,-,6,,33,,23,,KANSAS,,20204222,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,42,,-,9,,,-,423,,,-,1,,,-,136,,MINNESOTA,,20204223,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,42,,-,23,,92,,320,,,-,15,,31,,59,,MISSOURI,,20204224,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,42,2,,7,,101,,170,,,-,30,,88,,35,,NEBRASKA,,20204225,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,42,,-,2,,19,,32,,,N,,NC,,N,,N,NORTH DAKOTA,,20204226,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,42,,-,5,,45,,154,,,-,0,,,-,10,,SOUTH DAKOTA,,20204227,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,42,8,,81,,817,,1745,,1,,27,,179,,1160,,,SOUTH ATLANTIC,20204228,,,
DELAWARE,2020,42,,-,3,,11,,33,,,-,1,,1,,5,,DELAWARE,,20204229,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,42,,-,2,,8,,19,,,-,0,,,-,37,,DISTRICT OF COLUMBIA,,20204230,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,42,,-,20,,182,,523,,,-,8,,30,,531,,FLORIDA,,20204231,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,42,3,,14,,226,,314,,,-,18,,96,,73,,GEORGIA,,20204232,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,42,2,,6,,54,,86,,1,,3,,13,,216,,MARYLAND,,20204233,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,42,,-,9,,102,,229,,,-,0,,,-,76,,NORTH CAROLINA,,20204234,POINT (-79.130883 35.52603),2390,37
