Reporting.Area,MMWR.Year,MMWR.Week,Ehrlichiosis_Anaplasmosis_Cases_Count,Date
ALABAMA,2016,43,0,10/21/2016
WISCONSIN,2016,43,0,10/21/2016
E.N. CENTRAL,2016,43,0,10/21/2016
W.S. CENTRAL,2016,43,0,10/21/2016
MOUNTAIN,2016,43,0,10/21/2016
OKLAHOMA,2016,43,0,10/21/2016
DELAWARE,2016,43,0,10/21/2016
MISSOURI,2016,43,0,10/21/2016
NEVADA,2016,43,0,10/21/2016
RHODE ISLAND,2016,43,0,10/21/2016
PACIFIC,2016,43,0,10/21/2016
MASSACHUSETTS,2016,43,0,10/21/2016
OHIO,2016,43,0,10/21/2016
PENNSYLVANIA,2016,43,0,10/21/2016
NORTH CAROLINA,2016,43,0,10/21/2016
MICHIGAN,2016,43,0,10/21/2016
S. ATLANTIC,2016,43,1,10/21/2016
FLORIDA,2016,43,1,10/21/2016
ARIZONA,2016,43,0,10/21/2016
UNITED STATES,2016,43,11,10/21/2016
VIRGINIA,2016,43,0,10/21/2016
NEW MEXICO,2016,43,0,10/21/2016
ARKANSAS,2016,43,0,10/21/2016
C.N.M.I.,2016,43,0,10/21/2016
MARYLAND,2016,43,0,10/21/2016
NEBRASKA,2016,43,0,10/21/2016
UTAH,2016,43,0,10/21/2016
MINNESOTA,2016,43,0,10/21/2016
NEW YORK,2016,43,9,10/21/2016
HAWAII,2016,43,0,10/21/2016
LOUISIANA,2016,43,0,10/21/2016
NEW YORK CITY,2016,43,0,10/21/2016
OREGON,2016,43,0,10/21/2016
NEW HAMPSHIRE,2016,43,0,10/21/2016
W.N. CENTRAL,2016,43,0,10/21/2016
PUERTO RICO,2016,43,0,10/21/2016
CONNECTICUT,2016,43,0,10/21/2016
TENNESSEE,2016,43,0,10/21/2016
E.S. CENTRAL,2016,43,0,10/21/2016
MAINE,2016,43,1,10/21/2016
GEORGIA,2016,43,0,10/21/2016
AMER. SAMOA,2016,44,0,10/28/2016
MICHIGAN,2016,44,0,10/28/2016
DELAWARE,2016,44,0,10/28/2016
WASHINGTON,2016,44,0,10/28/2016
MAINE,2016,44,0,10/28/2016
PENNSYLVANIA,2016,44,0,10/28/2016
ALASKA,2016,44,0,10/28/2016
MISSOURI,2016,44,0,10/28/2016
S. ATLANTIC,2016,44,0,10/28/2016
MOUNTAIN,2016,44,0,10/28/2016
NEVADA,2016,44,0,10/28/2016
TENNESSEE,2016,44,0,10/28/2016
UNITED STATES,2016,44,2,10/28/2016
PACIFIC,2016,44,0,10/28/2016
VIRGIN ISL.,2016,44,0,10/28/2016
NORTH DAKOTA,2016,44,0,10/28/2016
E.S. CENTRAL,2016,44,0,10/28/2016
MID. ATLANTIC,2016,44,2,10/28/2016
MINNESOTA,2016,44,0,10/28/2016
WYOMING,2016,44,0,10/28/2016
ALABAMA,2016,44,0,10/28/2016
NEW JERSEY,2016,44,0,10/28/2016
VIRGINIA,2016,44,0,10/28/2016
DIST. OF COL.,2016,44,0,10/28/2016
KENTUCKY,2016,44,0,10/28/2016
CALIFORNIA,2016,44,0,10/28/2016
RHODE ISLAND,2016,44,0,10/28/2016
SOUTH DAKOTA,2016,44,0,10/28/2016
CONNECTICUT,2016,44,0,10/28/2016
GUAM,2016,44,0,10/28/2016
INDIANA,2016,44,0,10/28/2016
W.N. CENTRAL,2016,44,0,10/28/2016
TEXAS,2016,44,0,10/28/2016
SOUTH CAROLINA,2016,44,0,10/28/2016
GEORGIA,2016,44,0,10/28/2016
HAWAII,2016,44,0,10/28/2016
IOWA,2016,44,0,10/28/2016
ARIZONA,2016,44,0,10/28/2016
W.S. CENTRAL,2016,44,0,10/28/2016
OHIO,2016,44,0,10/28/2016
LOUISIANA,2016,44,0,10/28/2016
MISSISSIPPI,2016,44,0,10/28/2016
ARKANSAS,2016,44,0,10/28/2016
VERMONT,2016,44,0,10/28/2016
NORTH CAROLINA,2016,44,0,10/28/2016
NEW YORK CITY,2016,44,1,10/28/2016
E.N. CENTRAL,2016,44,0,10/28/2016
MASSACHUSETTS,2016,44,0,10/28/2016
NEW HAMPSHIRE,2016,44,0,10/28/2016
ILLINOIS,2016,44,0,10/28/2016
NEW ENGLAND,2016,44,0,10/28/2016
C.N.M.I.,2016,44,0,10/28/2016
NEW MEXICO,2016,44,0,10/28/2016
WISCONSIN,2016,44,0,10/28/2016
UTAH,2016,44,0,10/28/2016
WEST VIRGINIA,2016,44,0,10/28/2016
MARYLAND,2016,44,0,10/28/2016
NEW YORK,2016,44,1,10/28/2016
PUERTO RICO,2016,44,0,10/28/2016
NEBRASKA,2016,44,0,10/28/2016
IDAHO,2016,44,0,10/28/2016
COLORADO,2016,44,0,10/28/2016
KANSAS,2016,44,0,10/28/2016
OREGON,2016,44,0,10/28/2016
OKLAHOMA,2016,44,0,10/28/2016
FLORIDA,2016,44,0,10/28/2016
MONTANA,2016,44,0,10/28/2016
MAINE,2016,45,0,11/4/2016
TEXAS,2016,45,1,11/4/2016
KANSAS,2016,45,0,11/4/2016
PACIFIC,2016,45,0,11/4/2016
AMER. SAMOA,2016,45,0,11/4/2016
DIST. OF COL.,2016,45,0,11/4/2016
MONTANA,2016,45,0,11/4/2016
S. ATLANTIC,2016,45,3,11/4/2016
MISSOURI,2016,45,0,11/4/2016
WEST VIRGINIA,2016,45,0,11/4/2016
ARKANSAS,2016,45,0,11/4/2016
NORTH DAKOTA,2016,45,0,11/4/2016
MOUNTAIN,2016,45,0,11/4/2016
VIRGINIA,2016,45,1,11/4/2016
TENNESSEE,2016,45,0,11/4/2016
NEW MEXICO,2016,45,0,11/4/2016
WYOMING,2016,45,0,11/4/2016
GEORGIA,2016,45,0,11/4/2016
OHIO,2016,45,0,11/4/2016
NEW JERSEY,2016,45,0,11/4/2016
FLORIDA,2016,45,1,11/4/2016
ILLINOIS,2016,45,0,11/4/2016
RHODE ISLAND,2016,45,0,11/4/2016
NEW ENGLAND,2016,45,0,11/4/2016
E.S. CENTRAL,2016,45,0,11/4/2016
UTAH,2016,45,0,11/4/2016
INDIANA,2016,45,0,11/4/2016
DELAWARE,2016,45,0,11/4/2016
LOUISIANA,2016,45,0,11/4/2016
WISCONSIN,2016,45,0,11/4/2016
OREGON,2016,45,0,11/4/2016
VIRGIN ISL.,2016,45,0,11/4/2016
MISSISSIPPI,2016,45,0,11/4/2016
VERMONT,2016,45,0,11/4/2016
PENNSYLVANIA,2016,45,0,11/4/2016
CALIFORNIA,2016,45,0,11/4/2016
SOUTH CAROLINA,2016,45,0,11/4/2016
ARIZONA,2016,45,0,11/4/2016
HAWAII,2016,45,0,11/4/2016
W.N. CENTRAL,2016,45,0,11/4/2016
IDAHO,2016,45,0,11/4/2016
KENTUCKY,2016,45,0,11/4/2016
MICHIGAN,2016,45,0,11/4/2016
IOWA,2016,45,0,11/4/2016
NEBRASKA,2016,45,0,11/4/2016
NORTH CAROLINA,2016,45,0,11/4/2016
CONNECTICUT,2016,45,0,11/4/2016
WASHINGTON,2016,45,0,11/4/2016
OKLAHOMA,2016,45,0,11/4/2016
ALASKA,2016,45,0,11/4/2016
ALABAMA,2016,45,0,11/4/2016
NEW HAMPSHIRE,2016,45,0,11/4/2016
E.N. CENTRAL,2016,45,0,11/4/2016
GUAM,2016,45,0,11/4/2016
NEW YORK,2016,45,1,11/4/2016
COLORADO,2016,45,0,11/4/2016
MID. ATLANTIC,2016,45,1,11/4/2016
W.S. CENTRAL,2016,45,1,11/4/2016
MINNESOTA,2016,45,0,11/4/2016
MARYLAND,2016,45,1,11/4/2016
SOUTH DAKOTA,2016,45,0,11/4/2016
UNITED STATES,2016,45,5,11/4/2016
NEW YORK CITY,2016,45,0,11/4/2016
PUERTO RICO,2016,45,0,11/4/2016
C.N.M.I.,2016,45,0,11/4/2016
NEVADA,2016,45,0,11/4/2016
MASSACHUSETTS,2016,45,0,11/4/2016
W.S. CENTRAL,2016,46,0,11/11/2016
VIRGINIA,2016,46,0,11/11/2016
GUAM,2016,46,0,11/11/2016
TEXAS,2016,46,0,11/11/2016
CONNECTICUT,2016,46,0,11/11/2016
MICHIGAN,2016,46,0,11/11/2016
IOWA,2016,46,0,11/11/2016
MAINE,2016,46,0,11/11/2016
VERMONT,2016,46,0,11/11/2016
MISSISSIPPI,2016,46,0,11/11/2016
PUERTO RICO,2016,46,0,11/11/2016
KANSAS,2016,46,0,11/11/2016
MISSOURI,2016,46,0,11/11/2016
NEVADA,2016,46,0,11/11/2016
E.S. CENTRAL,2016,46,1,11/11/2016
NORTH CAROLINA,2016,46,0,11/11/2016
WASHINGTON,2016,46,0,11/11/2016
OKLAHOMA,2016,46,0,11/11/2016
FLORIDA,2016,46,0,11/11/2016
DELAWARE,2016,46,0,11/11/2016
COLORADO,2016,46,0,11/11/2016
NEW MEXICO,2016,46,0,11/11/2016
HAWAII,2016,46,0,11/11/2016
NEBRASKA,2016,46,0,11/11/2016
OHIO,2016,46,0,11/11/2016
C.N.M.I.,2016,46,0,11/11/2016
NEW JERSEY,2016,46,0,11/11/2016
DIST. OF COL.,2016,46,0,11/11/2016
LOUISIANA,2016,46,0,11/11/2016
MASSACHUSETTS,2016,46,0,11/11/2016
MINNESOTA,2016,46,0,11/11/2016
MID. ATLANTIC,2016,46,3,11/11/2016
VIRGIN ISL.,2016,46,0,11/11/2016
MONTANA,2016,46,0,11/11/2016
INDIANA,2016,46,0,11/11/2016
PENNSYLVANIA,2016,46,0,11/11/2016
AMER. SAMOA,2016,46,0,11/11/2016
NEW YORK CITY,2016,46,0,11/11/2016
ILLINOIS,2016,46,0,11/11/2016
UNITED STATES,2016,46,5,11/11/2016
SOUTH CAROLINA,2016,46,0,11/11/2016
CALIFORNIA,2016,46,0,11/11/2016
NORTH DAKOTA,2016,46,0,11/11/2016
ALABAMA,2016,46,1,11/11/2016
ALASKA,2016,46,0,11/11/2016
OREGON,2016,46,0,11/11/2016
KENTUCKY,2016,46,0,11/11/2016
E.N. CENTRAL,2016,46,0,11/11/2016
NEW YORK,2016,46,3,11/11/2016
MOUNTAIN,2016,46,0,11/11/2016
UTAH,2016,46,0,11/11/2016
W.N. CENTRAL,2016,46,0,11/11/2016
PACIFIC,2016,46,0,11/11/2016
IDAHO,2016,46,0,11/11/2016
RHODE ISLAND,2016,46,0,11/11/2016
ARKANSAS,2016,46,0,11/11/2016
GEORGIA,2016,46,0,11/11/2016
MARYLAND,2016,46,1,11/11/2016
WYOMING,2016,46,0,11/11/2016
TENNESSEE,2016,46,0,11/11/2016
NEW HAMPSHIRE,2016,46,0,11/11/2016
WEST VIRGINIA,2016,46,0,11/11/2016
NEW ENGLAND,2016,46,0,11/11/2016
ARIZONA,2016,46,0,11/11/2016
S. ATLANTIC,2016,46,1,11/11/2016
SOUTH DAKOTA,2016,46,0,11/11/2016
WISCONSIN,2016,46,0,11/11/2016
KENTUCKY,2016,47,0,11/18/2016
VERMONT,2016,47,0,11/18/2016
NEW MEXICO,2016,47,0,11/18/2016
ALABAMA,2016,47,0,11/18/2016
SOUTH DAKOTA,2016,47,0,11/18/2016
E.S. CENTRAL,2016,47,0,11/18/2016
UTAH,2016,47,0,11/18/2016
VIRGINIA,2016,47,0,11/18/2016
MAINE,2016,47,0,11/18/2016
VIRGIN ISL.,2016,47,0,11/18/2016
DIST. OF COL.,2016,47,0,11/18/2016
UNITED STATES,2016,47,5,11/18/2016
NEW YORK CITY,2016,47,1,11/18/2016
FLORIDA,2016,47,0,11/18/2016
NORTH CAROLINA,2016,47,0,11/18/2016
NORTH DAKOTA,2016,47,0,11/18/2016
C.N.M.I.,2016,47,0,11/18/2016
ARKANSAS,2016,47,2,11/18/2016
LOUISIANA,2016,47,0,11/18/2016
OHIO,2016,47,0,11/18/2016
WYOMING,2016,47,0,11/18/2016
MICHIGAN,2016,47,0,11/18/2016
WISCONSIN,2016,47,0,11/18/2016
DELAWARE,2016,47,0,11/18/2016
W.S. CENTRAL,2016,47,3,11/18/2016
E.N. CENTRAL,2016,47,0,11/18/2016
SOUTH CAROLINA,2016,47,0,11/18/2016
IOWA,2016,47,0,11/18/2016
MOUNTAIN,2016,47,0,11/18/2016
OKLAHOMA,2016,47,0,11/18/2016
WASHINGTON,2016,47,0,11/18/2016
ILLINOIS,2016,47,0,11/18/2016
NEVADA,2016,47,0,11/18/2016
NEW ENGLAND,2016,47,0,11/18/2016
MID. ATLANTIC,2016,47,2,11/18/2016
MISSISSIPPI,2016,47,0,11/18/2016
MONTANA,2016,47,0,11/18/2016
MINNESOTA,2016,47,0,11/18/2016
AMER. SAMOA,2016,47,0,11/18/2016
W.N. CENTRAL,2016,47,0,11/18/2016
NEW JERSEY,2016,47,0,11/18/2016
NEW HAMPSHIRE,2016,47,0,11/18/2016
OREGON,2016,47,0,11/18/2016
WEST VIRGINIA,2016,47,0,11/18/2016
TENNESSEE,2016,47,0,11/18/2016
MARYLAND,2016,47,0,11/18/2016
CONNECTICUT,2016,47,0,11/18/2016
PUERTO RICO,2016,47,0,11/18/2016
RHODE ISLAND,2016,47,0,11/18/2016
KANSAS,2016,47,0,11/18/2016
IDAHO,2016,47,0,11/18/2016
HAWAII,2016,47,0,11/18/2016
PENNSYLVANIA,2016,47,0,11/18/2016
ALASKA,2016,47,0,11/18/2016
S. ATLANTIC,2016,47,0,11/18/2016
CALIFORNIA,2016,47,0,11/18/2016
GEORGIA,2016,47,0,11/18/2016
NEBRASKA,2016,47,0,11/18/2016
NEW YORK,2016,47,1,11/18/2016
MISSOURI,2016,47,0,11/18/2016
INDIANA,2016,47,0,11/18/2016
MASSACHUSETTS,2016,47,0,11/18/2016
PACIFIC,2016,47,0,11/18/2016
COLORADO,2016,47,0,11/18/2016
ARIZONA,2016,47,0,11/18/2016
GUAM,2016,47,0,11/18/2016
TEXAS,2016,47,1,11/18/2016
OHIO,2016,48,0,11/25/2016
NORTH CAROLINA,2016,48,0,11/25/2016
MARYLAND,2016,48,0,11/25/2016
WISCONSIN,2016,48,0,11/25/2016
LOUISIANA,2016,48,0,11/25/2016
E.N. CENTRAL,2016,48,0,11/25/2016
OREGON,2016,48,0,11/25/2016
SOUTH DAKOTA,2016,48,0,11/25/2016
GUAM,2016,48,0,11/25/2016
NEBRASKA,2016,48,0,11/25/2016
W.S. CENTRAL,2016,48,0,11/25/2016
GEORGIA,2016,48,0,11/25/2016
KANSAS,2016,48,0,11/25/2016
DELAWARE,2016,48,0,11/25/2016
RHODE ISLAND,2016,48,0,11/25/2016
C.N.M.I.,2016,48,0,11/25/2016
TEXAS,2016,48,0,11/25/2016
ARIZONA,2016,48,0,11/25/2016
MAINE,2016,48,0,11/25/2016
VERMONT,2016,48,0,11/25/2016
NEW HAMPSHIRE,2016,48,0,11/25/2016
INDIANA,2016,48,0,11/25/2016
NEVADA,2016,48,0,11/25/2016
MASSACHUSETTS,2016,48,0,11/25/2016
TENNESSEE,2016,48,0,11/25/2016
ILLINOIS,2016,48,0,11/25/2016
CALIFORNIA,2016,48,0,11/25/2016
PACIFIC,2016,48,0,11/25/2016
UNITED STATES,2016,48,6,11/25/2016
UTAH,2016,48,0,11/25/2016
OKLAHOMA,2016,48,0,11/25/2016
KENTUCKY,2016,48,0,11/25/2016
MID. ATLANTIC,2016,48,4,11/25/2016
SOUTH CAROLINA,2016,48,0,11/25/2016
ARKANSAS,2016,48,0,11/25/2016
AMER. SAMOA,2016,48,0,11/25/2016
MICHIGAN,2016,48,0,11/25/2016
DIST. OF COL.,2016,48,0,11/25/2016
IOWA,2016,48,0,11/25/2016
MONTANA,2016,48,0,11/25/2016
FLORIDA,2016,48,1,11/25/2016
CONNECTICUT,2016,48,0,11/25/2016
WEST VIRGINIA,2016,48,0,11/25/2016
VIRGINIA,2016,48,0,11/25/2016
ALASKA,2016,48,0,11/25/2016
COLORADO,2016,48,0,11/25/2016
PENNSYLVANIA,2016,48,0,11/25/2016
MINNESOTA,2016,48,0,11/25/2016
VIRGIN ISL.,2016,48,0,11/25/2016
WASHINGTON,2016,48,0,11/25/2016
NORTH DAKOTA,2016,48,0,11/25/2016
MISSISSIPPI,2016,48,0,11/25/2016
NEW JERSEY,2016,48,0,11/25/2016
NEW ENGLAND,2016,48,0,11/25/2016
NEW YORK,2016,48,4,11/25/2016
S. ATLANTIC,2016,48,1,11/25/2016
PUERTO RICO,2016,48,0,11/25/2016
IDAHO,2016,48,0,11/25/2016
MOUNTAIN,2016,48,0,11/25/2016
NEW MEXICO,2016,48,0,11/25/2016
WYOMING,2016,48,0,11/25/2016
MISSOURI,2016,48,0,11/25/2016
HAWAII,2016,48,0,11/25/2016
NEW YORK CITY,2016,48,0,11/25/2016
ALABAMA,2016,48,1,11/25/2016
W.N. CENTRAL,2016,48,0,11/25/2016
E.S. CENTRAL,2016,48,1,11/25/2016
ALABAMA,2016,49,0,12/2/2016
HAWAII,2016,49,0,12/2/2016
KENTUCKY,2016,49,0,12/2/2016
VIRGIN ISL.,2016,49,0,12/2/2016
NEVADA,2016,49,0,12/2/2016
NEW ENGLAND,2016,49,0,12/2/2016
GEORGIA,2016,49,0,12/2/2016
UNITED STATES,2016,49,5,12/2/2016
MAINE,2016,49,0,12/2/2016
COLORADO,2016,49,0,12/2/2016
TEXAS,2016,49,0,12/2/2016
W.S. CENTRAL,2016,49,0,12/2/2016
SOUTH CAROLINA,2016,49,0,12/2/2016
FLORIDA,2016,49,2,12/2/2016
AMER. SAMOA,2016,49,0,12/2/2016
UTAH,2016,49,0,12/2/2016
MICHIGAN,2016,49,0,12/2/2016
WYOMING,2016,49,0,12/2/2016
LOUISIANA,2016,49,0,12/2/2016
KANSAS,2016,49,0,12/2/2016
WISCONSIN,2016,49,0,12/2/2016
OHIO,2016,49,0,12/2/2016
ARIZONA,2016,49,0,12/2/2016
NEW YORK,2016,49,2,12/2/2016
C.N.M.I.,2016,49,0,12/2/2016
MARYLAND,2016,49,0,12/2/2016
NEW YORK CITY,2016,49,1,12/2/2016
NORTH DAKOTA,2016,49,0,12/2/2016
PACIFIC,2016,49,0,12/2/2016
WASHINGTON,2016,49,0,12/2/2016
ALASKA,2016,49,0,12/2/2016
MINNESOTA,2016,49,0,12/2/2016
NEW HAMPSHIRE,2016,49,0,12/2/2016
ILLINOIS,2016,49,0,12/2/2016
MOUNTAIN,2016,49,0,12/2/2016
MISSISSIPPI,2016,49,0,12/2/2016
OREGON,2016,49,0,12/2/2016
NEW JERSEY,2016,49,0,12/2/2016
VIRGINIA,2016,49,0,12/2/2016
NEBRASKA,2016,49,0,12/2/2016
S. ATLANTIC,2016,49,2,12/2/2016
VERMONT,2016,49,0,12/2/2016
MID. ATLANTIC,2016,49,3,12/2/2016
CONNECTICUT,2016,49,0,12/2/2016
IDAHO,2016,49,0,12/2/2016
MASSACHUSETTS,2016,49,0,12/2/2016
TENNESSEE,2016,49,0,12/2/2016
DIST. OF COL.,2016,49,0,12/2/2016
CALIFORNIA,2016,49,0,12/2/2016
INDIANA,2016,49,0,12/2/2016
RHODE ISLAND,2016,49,0,12/2/2016
PENNSYLVANIA,2016,49,0,12/2/2016
NEW MEXICO,2016,49,0,12/2/2016
W.N. CENTRAL,2016,49,0,12/2/2016
PUERTO RICO,2016,49,0,12/2/2016
E.S. CENTRAL,2016,49,0,12/2/2016
MONTANA,2016,49,0,12/2/2016
SOUTH DAKOTA,2016,49,0,12/2/2016
GUAM,2016,49,0,12/2/2016
WEST VIRGINIA,2016,49,0,12/2/2016
ARKANSAS,2016,49,0,12/2/2016
MISSOURI,2016,49,0,12/2/2016
NORTH CAROLINA,2016,49,0,12/2/2016
DELAWARE,2016,49,0,12/2/2016
OKLAHOMA,2016,49,0,12/2/2016
E.N. CENTRAL,2016,49,0,12/2/2016
IOWA,2016,49,0,12/2/2016
MICHIGAN,2016,50,0,12/9/2016
W.N. CENTRAL,2016,50,0,12/9/2016
VIRGIN ISL.,2016,50,0,12/9/2016
KANSAS,2016,50,0,12/9/2016
VIRGINIA,2016,50,0,12/9/2016
NEBRASKA,2016,50,0,12/9/2016
NORTH CAROLINA,2016,50,0,12/9/2016
MISSOURI,2016,50,0,12/9/2016
OHIO,2016,50,0,12/9/2016
PACIFIC,2016,50,0,12/9/2016
MAINE,2016,50,0,12/9/2016
ILLINOIS,2016,50,0,12/9/2016
GEORGIA,2016,50,0,12/9/2016
NEW YORK CITY,2016,50,0,12/9/2016
FLORIDA,2016,50,1,12/9/2016
PUERTO RICO,2016,50,0,12/9/2016
NEW HAMPSHIRE,2016,50,0,12/9/2016
MASSACHUSETTS,2016,50,0,12/9/2016
LOUISIANA,2016,50,0,12/9/2016
ALABAMA,2016,50,0,12/9/2016
NEW YORK,2016,50,0,12/9/2016
RHODE ISLAND,2016,50,0,12/9/2016
NEW ENGLAND,2016,50,0,12/9/2016
TENNESSEE,2016,50,0,12/9/2016
MID. ATLANTIC,2016,50,0,12/9/2016
ALASKA,2016,50,0,12/9/2016
W.S. CENTRAL,2016,50,1,12/9/2016
INDIANA,2016,50,0,12/9/2016
HAWAII,2016,50,0,12/9/2016
GUAM,2016,50,0,12/9/2016
MARYLAND,2016,50,0,12/9/2016
WISCONSIN,2016,50,0,12/9/2016
E.N. CENTRAL,2016,50,0,12/9/2016
CONNECTICUT,2016,50,0,12/9/2016
UNITED STATES,2016,50,2,12/9/2016
NORTH DAKOTA,2016,50,0,12/9/2016
DIST. OF COL.,2016,50,0,12/9/2016
MISSISSIPPI,2016,50,0,12/9/2016
KENTUCKY,2016,50,0,12/9/2016
AMER. SAMOA,2016,50,0,12/9/2016
IOWA,2016,50,0,12/9/2016
ARKANSAS,2016,50,1,12/9/2016
CALIFORNIA,2016,50,0,12/9/2016
UTAH,2016,50,0,12/9/2016
S. ATLANTIC,2016,50,1,12/9/2016
SOUTH DAKOTA,2016,50,0,12/9/2016
OKLAHOMA,2016,50,0,12/9/2016
NEVADA,2016,50,0,12/9/2016
MONTANA,2016,50,0,12/9/2016
VERMONT,2016,50,0,12/9/2016
NEW MEXICO,2016,50,0,12/9/2016
DELAWARE,2016,50,0,12/9/2016
NEW JERSEY,2016,50,0,12/9/2016
WASHINGTON,2016,50,0,12/9/2016
PENNSYLVANIA,2016,50,0,12/9/2016
C.N.M.I.,2016,50,0,12/9/2016
MOUNTAIN,2016,50,0,12/9/2016
WEST VIRGINIA,2016,50,0,12/9/2016
MINNESOTA,2016,50,0,12/9/2016
WYOMING,2016,50,0,12/9/2016
ARIZONA,2016,50,0,12/9/2016
E.S. CENTRAL,2016,50,0,12/9/2016
IDAHO,2016,50,0,12/9/2016
TEXAS,2016,50,0,12/9/2016
COLORADO,2016,50,0,12/9/2016
SOUTH CAROLINA,2016,50,0,12/9/2016
OREGON,2016,50,0,12/9/2016
PUERTO RICO,2016,51,0,12/16/2016
MOUNTAIN,2016,51,0,12/16/2016
DELAWARE,2016,51,0,12/16/2016
S. ATLANTIC,2016,51,0,12/16/2016
NEW ENGLAND,2016,51,1,12/16/2016
NEW MEXICO,2016,51,0,12/16/2016
NORTH DAKOTA,2016,51,0,12/16/2016
KENTUCKY,2016,51,0,12/16/2016
TENNESSEE,2016,51,0,12/16/2016
NEW YORK,2016,51,2,12/16/2016
UNITED STATES,2016,51,6,12/16/2016
ALASKA,2016,51,0,12/16/2016
ALABAMA,2016,51,0,12/16/2016
PENNSYLVANIA,2016,51,0,12/16/2016
RHODE ISLAND,2016,51,0,12/16/2016
COLORADO,2016,51,0,12/16/2016
OKLAHOMA,2016,51,0,12/16/2016
C.N.M.I.,2016,51,0,12/16/2016
NEBRASKA,2016,51,0,12/16/2016
MICHIGAN,2016,51,0,12/16/2016
MASSACHUSETTS,2016,51,0,12/16/2016
WEST VIRGINIA,2016,51,0,12/16/2016
OHIO,2016,51,0,12/16/2016
CONNECTICUT,2016,51,0,12/16/2016
E.N. CENTRAL,2016,51,0,12/16/2016
VIRGIN ISL.,2016,51,0,12/16/2016
HAWAII,2016,51,0,12/16/2016
NEW HAMPSHIRE,2016,51,0,12/16/2016
MINNESOTA,2016,51,0,12/16/2016
NEVADA,2016,51,0,12/16/2016
MISSOURI,2016,51,0,12/16/2016
IDAHO,2016,51,0,12/16/2016
OREGON,2016,51,0,12/16/2016
LOUISIANA,2016,51,0,12/16/2016
NEW JERSEY,2016,51,0,12/16/2016
KANSAS,2016,51,0,12/16/2016
MAINE,2016,51,1,12/16/2016
MISSISSIPPI,2016,51,0,12/16/2016
E.S. CENTRAL,2016,51,0,12/16/2016
UTAH,2016,51,0,12/16/2016
W.S. CENTRAL,2016,51,2,12/16/2016
VERMONT,2016,51,0,12/16/2016
VIRGINIA,2016,51,0,12/16/2016
CALIFORNIA,2016,51,0,12/16/2016
DIST. OF COL.,2016,51,0,12/16/2016
GUAM,2016,51,0,12/16/2016
MID. ATLANTIC,2016,51,3,12/16/2016
SOUTH DAKOTA,2016,51,0,12/16/2016
ARIZONA,2016,51,0,12/16/2016
GEORGIA,2016,51,0,12/16/2016
PACIFIC,2016,51,0,12/16/2016
WISCONSIN,2016,51,0,12/16/2016
SOUTH CAROLINA,2016,51,0,12/16/2016
ILLINOIS,2016,51,0,12/16/2016
MONTANA,2016,51,0,12/16/2016
WASHINGTON,2016,51,0,12/16/2016
W.N. CENTRAL,2016,51,0,12/16/2016
NEW YORK CITY,2016,51,1,12/16/2016
IOWA,2016,51,0,12/16/2016
ARKANSAS,2016,51,2,12/16/2016
NORTH CAROLINA,2016,51,0,12/16/2016
FLORIDA,2016,51,0,12/16/2016
AMER. SAMOA,2016,51,0,12/16/2016
WYOMING,2016,51,0,12/16/2016
TEXAS,2016,51,0,12/16/2016
INDIANA,2016,51,0,12/16/2016
MARYLAND,2016,51,0,12/16/2016
MONTANA,2016,52,0,12/23/2016
TEXAS,2016,52,1,12/23/2016
VIRGIN ISL.,2016,52,0,12/23/2016
ARIZONA,2016,52,0,12/23/2016
INDIANA,2016,52,0,12/23/2016
IOWA,2016,52,0,12/23/2016
NEW ENGLAND,2016,52,0,12/23/2016
PUERTO RICO,2016,52,0,12/23/2016
MOUNTAIN,2016,52,0,12/23/2016
PACIFIC,2016,52,0,12/23/2016
MID. ATLANTIC,2016,52,1,12/23/2016
NEW YORK,2016,52,1,12/23/2016
ILLINOIS,2016,52,0,12/23/2016
CALIFORNIA,2016,52,0,12/23/2016
DELAWARE,2016,52,0,12/23/2016
GUAM,2016,52,0,12/23/2016
E.N. CENTRAL,2016,52,0,12/23/2016
MISSOURI,2016,52,0,12/23/2016
WYOMING,2016,52,0,12/23/2016
CONNECTICUT,2016,52,0,12/23/2016
HAWAII,2016,52,0,12/23/2016
C.N.M.I.,2016,52,0,12/23/2016
VIRGINIA,2016,52,0,12/23/2016
NEW MEXICO,2016,52,0,12/23/2016
OKLAHOMA,2016,52,0,12/23/2016
MARYLAND,2016,52,0,12/23/2016
MASSACHUSETTS,2016,52,0,12/23/2016
GEORGIA,2016,52,0,12/23/2016
KENTUCKY,2016,52,0,12/23/2016
UNITED STATES,2016,52,2,12/23/2016
NORTH CAROLINA,2016,52,0,12/23/2016
E.S. CENTRAL,2016,52,0,12/23/2016
AMER. SAMOA,2016,52,0,12/23/2016
MISSISSIPPI,2016,52,0,12/23/2016
NEW HAMPSHIRE,2016,52,0,12/23/2016
UTAH,2016,52,0,12/23/2016
NEVADA,2016,52,0,12/23/2016
COLORADO,2016,52,0,12/23/2016
MICHIGAN,2016,52,0,12/23/2016
ARKANSAS,2016,52,0,12/23/2016
TENNESSEE,2016,52,0,12/23/2016
IDAHO,2016,52,0,12/23/2016
PENNSYLVANIA,2016,52,0,12/23/2016
FLORIDA,2016,52,0,12/23/2016
LOUISIANA,2016,52,0,12/23/2016
DIST. OF COL.,2016,52,0,12/23/2016
NORTH DAKOTA,2016,52,0,12/23/2016
SOUTH DAKOTA,2016,52,0,12/23/2016
